sgRNA	gene	CRISPR_C6596596.sample	ERS717283.plasmid
RPS9_CCDS12884.1_ex1_19:54705350-54705373:-_5-1	RPS9	47	686
E4F1_CCDS32370.1_ex6_16:2283040-2283063:+_5-3	E4F1	243	535
NR5A2_CCDS1400.1_ex3_1:200017551-200017574:-_5-4	NR5A2	0	0
ALG5_CCDS45033.1_ex6_13:37569157-37569180:-_5-4	ALG5	623	425
PET112_CCDS3776.1_ex9_4:152638030-152638053:-_5-3	PET112	197	262
RSBN1L_CCDS43607.1_ex2_7:77379095-77379118:-_5-5	RSBN1L	703	759
GCG_CCDS46439.1_ex3_2:163003918-163003941:+_5-4	GCG	346	352
PCGF6_CCDS31275.1_ex9_10:105110697-105110720:+_5-5	PCGF6	638	434
MBP_CCDS12011.1_ex5_18:74728797-74728820:-_13-6	MBP	757	538
MTERF_CCDS5621.1_ex0_7:91503539-91503562:+_5-2	MTERF	257	260
DCAF12L1_CCDS14610.1_ex0_X:125686422-125686445:-_5-5	DCAF12L1	298	310
TOP1_CCDS13312.1_ex11_20:39728808-39728831:-_5-5	TOP1	359	721
RCAN1_CCDS13637.1_ex2_21:35895971-35895994:+_12-9	RCAN1	161	159
MYO1C_CCDS11003.1_ex27_17:1385809-1385832:+_5-4	MYO1C	898	714
ERP27_CCDS8670.1_ex4_12:15087813-15087836:-_5-2	ERP27	288	198
RABGEF1_CCDS5535.1_ex2_7:66248687-66248710:-_5-1	RABGEF1	402	446
CARNS1_CCDS44658.1_ex4_11:67188476-67188499:-_5-5	CARNS1	659	470
FNDC4_CCDS1756.1_ex4_2:27717302-27717325:+_5-4	FNDC4	320	304
ABRA_CCDS6305.1_ex1_8:107782012-107782035:+_5-2	ABRA	1173	923
PGK1_CCDS14438.1_ex5_X:77373601-77373624:+_5-4	PGK1	468	354
LY6H_CCDS47926.1_ex1_8:144240226-144240249:+_5-4	LY6H	330	259
GPCPD1_CCDS13090.1_ex10_20:5556071-5556094:+_5-1	GPCPD1	775	563
AMY2A_CCDS783.1_ex0_1:104160191-104160214:+_3-1	AMY2A	340	297
CSNK1D_CCDS11805.1_ex3_17:80209298-80209321:-_5-1	CSNK1D	952	938
MPP7_CCDS7158.1_ex10_10:28414001-28414024:-_5-3	MPP7	110	56
GTF3C6_CCDS5087.1_ex1_6:111280421-111280444:-_5-1	GTF3C6	67	32
GAK_CCDS3340.1_ex20_4:887681-887704:+_5-4	GAK	505	942
GGT7_CCDS13242.2_ex8_20:33447373-33447396:-_5-2	GGT7	825	560
TPGS2_CCDS32817.1_ex2_18:34380214-34380237:-_5-2	TPGS2	462	443
PINX1_CCDS47801.1_ex4_8:10690478-10690501:-_5-5	PINX1	761	659
NPTX1_CCDS32762.1_ex4_17:78449847-78449870:+_5-4	NPTX1	655	637
SELRC1_CCDS570.1_ex0_1:53153666-53153689:-_5-1	SELRC1	245	200
MRPL49_CCDS8096.1_ex2_11:64892976-64892999:-_5-4	MRPL49	93	174
KRT33A_CCDS11388.1_ex6_17:39506896-39506919:+_5-5	KRT33A	674	843
CCDC110_CCDS3843.1_ex1_4:186381237-186381260:+_5-4	CCDC110	865	489
MMP25_CCDS10492.1_ex4_16:3107194-3107217:+_5-5	MMP25	490	344
AP1AR_CCDS3696.1_ex6_4:113186188-113186211:+_5-4	AP1AR	40	37
DCAF12_CCDS6549.1_ex4_9:34098431-34098454:-_5-1	DCAF12	338	262
C12orf45_CCDS41825.1_ex1_12:105381935-105381958:+_5-1	C12orf45	151	209
HDX_CCDS35342.1_ex7_X:83724248-83724271:+_5-5	HDX	457	380
SLU7_CCDS4352.1_ex14_5:159842165-159842188:-_5-5	SLU7	137	112
DDN_CCDS31791.2_ex1_12:49392923-49392946:+_5-5	DDN	730	779
FAM189A2_CCDS6629.1_ex3_9:71992385-71992408:-_5-1	FAM189A2	322	323
MTCH1_CCDS4828.1_ex11_6:36953749-36953772:+_5-5	MTCH1	1204	873
ZNF836_CCDS46162.1_ex0_19:52660709-52660732:-_5-3	ZNF836	631	583
SPN_CCDS10650.1_ex0_16:29675496-29675519:-_5-5	SPN	694	478
TGM1_CCDS9622.1_ex8_14:24728393-24728416:-_5-3	TGM1	0	0
PAX2_CCDS41561.1_ex3_10:102539324-102539347:-_5-3	PAX2	1073	791
TRERF1_CCDS4867.1_ex13_6:42236899-42236922:+_5-2	TRERF1	542	563
PI3_CCDS13344.1_ex1_20:43804532-43804555:-_5-1	PI3	85	110
TSPAN15_CCDS7294.1_ex4_10:71258031-71258054:+_5-4	TSPAN15	711	724
ATP1A4_CCDS1197.1_ex18_1:160151508-160151531:-_10-7	ATP1A4	145	203
GHDC_CCDS11422.1_ex5_17:40344438-40344461:-_5-2	GHDC	669	562
SPARCL1_CCDS3622.1_ex8_4:88416185-88416208:+_5-5	SPARCL1	337	357
PKD1_CCDS32369.1_ex31_16:2160318-2160341:-_5-2	PKD1	664	517
SYNDIG1L_CCDS41970.1_ex2_14:74876237-74876260:+_5-4	SYNDIG1L	297	436
ARF3_CCDS8774.1_ex2_12:49333878-49333901:-_5-3	ARF3	119	79
RNF13_CCDS3146.1_ex5_3:149629820-149629843:-_5-4	RNF13	226	214
LRP5L_CCDS33626.1_ex3_22:25755930-25755953:-_5-5	LRP5L	252	277
MPEG1_CCDS41650.1_ex0_11:58979702-58979725:-_5-2	MPEG1	1037	741
CHD5_CCDS57.1_ex35_1:6212501-6212524:-_5-5	CHD5	903	668
NEUROD1_CCDS2283.1_ex0_2:182543298-182543321:-_5-4	NEUROD1	571	346
DNAJB1_CCDS12312.1_ex1_19:14627584-14627607:+_5-2	DNAJB1	842	905
GTPBP4_CCDS31132.1_ex5_10:1044970-1044993:-_5-5	GTPBP4	21	377
SLC16A13_CCDS11085.1_ex2_17:6941611-6941634:+_5-5	SLC16A13	1333	1008
PCDHGB1_CCDS54923.1_ex0_5:140730254-140730277:-_5-3	PCDHGB1	247	206
DSG1_CCDS11896.1_ex6_18:28913575-28913598:+_5-3	DSG1	296	288
PMP2_CCDS6229.1_ex2_8:82357189-82357212:+_5-5	PMP2	441	323
ZC3H7B_CCDS14013.1_ex3_22:41723289-41723312:+_5-2	ZC3H7B	536	507
TTC39C_CCDS45839.1_ex0_18:21594951-21594974:+_9-3	TTC39C	826	592
DNAI2_CCDS11697.1_ex4_17:72287199-72287222:-_5-5	DNAI2	466	320
GPX7_CCDS569.1_ex1_1:53072553-53072576:-_5-5	GPX7	432	206
STRA13_CCDS59303.1_ex2_17:79977561-79977584:-_3-3	STRA13	385	415
UBN2_CCDS43655.2_ex7_7:138954167-138954190:-_5-4	UBN2	500	465
MS4A14_CCDS31569.1_ex3_11:60170414-60170437:+_5-2	MS4A14	456	439
SLC24A1_CCDS45284.1_ex0_15:65917321-65917344:+_5-3	SLC24A1	0	3
TIMP3_CCDS13911.1_ex3_22:33254012-33254035:+_5-3	TIMP3	448	298
THOC6_CCDS10491.1_ex2_16:3075971-3075994:+_5-1	THOC6	358	489
TOR1AIP1_CCDS1335.1_ex0_1:179851771-179851794:+_5-2	TOR1AIP1	790	825
NOTCH2NL_CCDS909.1_ex1_1:145273391-145273414:-_5-4	NOTCH2NL	90	327
LPAR6_CCDS9410.1_ex0_13:48986066-48986089:+_5-3	LPAR6	368	313
SLAMF7_CCDS1209.1_ex2_1:160719808-160719831:-_16-14	SLAMF7	713	466
AGAP1_CCDS2514.1_ex1_2:236617820-236617843:+_5-1	AGAP1	941	723
CYB5R2_CCDS7780.1_ex4_11:7690443-7690466:+_5-2	CYB5R2	294	211
MSH6_CCDS1836.1_ex3_2:48026170-48026193:-_5-1	MSH6	699	356
TDRD5_CCDS1332.1_ex1_1:179562713-179562736:+_5-3	TDRD5	765	479
LRG1_CCDS12130.1_ex0_19:4538347-4538370:-_5-2	LRG1	252	202
SLC22A11_CCDS8074.1_ex0_11:64323598-64323621:+_5-1	SLC22A11	1081	860
CNTRL_CCDS35118.1_ex15_9:123903721-123903744:+_5-4	CNTRL	1046	742
COL2A1_CCDS41778.1_ex35_12:48381421-48381444:+_5-2	COL2A1	847	646
DCAF12_CCDS6549.1_ex5_9:34106440-34106463:-_5-2	DCAF12	534	309
CDR1_CCDS14670.1_ex0_X:139866184-139866207:+_5-4	CDR1	198	78
ALMS1_CCDS42697.1_ex0_2:73613187-73613210:+_5-2	ALMS1	206	199
SRY_CCDS14772.1_ex0_Y:2655241-2655264:-_5-1	SRY	566	312
GNAI1_CCDS5595.1_ex3_7:79828649-79828672:-_5-5	GNAI1	347	309
XRCC1_CCDS12624.1_ex14_19:44065134-44065157:-_5-5	XRCC1	137	257
ALDOC_CCDS11236.1_ex5_17:26901958-26901981:+_5-2	ALDOC	448	574
CIAPIN1_CCDS10781.2_ex6_16:57473208-57473231:+_5-4	CIAPIN1	94	144
APOE_CCDS12647.1_ex2_19:45411822-45411845:+_5-2	APOE	459	463
BSG_CCDS12033.1_ex2_19:579510-579533:+_9-2	BSG	119	194
NF2_CCDS13861.1_ex1_22:30032819-30032842:+_10-3	NF2	362	170
BASP1_CCDS3888.1_ex0_5:17275509-17275532:-_5-4	BASP1	1149	806
GSG1_CCDS44835.1_ex4_12:13243595-13243618:+_5-5	GSG1	1174	699
NRBP1_CCDS1753.1_ex0_2:27656302-27656325:+_5-1	NRBP1	337	454
TRPM6_CCDS55318.1_ex22_9:77415253-77415276:+_5-1	TRPM6	600	540
BTN2A2_CCDS4606.1_ex1_6:26385510-26385533:-_16-3	BTN2A2	539	436
RNF130_CCDS4451.1_ex8_5:179498444-179498467:+_5-2	RNF130	620	424
KIAA2022_CCDS35337.1_ex1_X:73964123-73964146:+_5-4	KIAA2022	494	347
LMAN1L_CCDS10270.1_ex2_15:75108819-75108842:+_5-3	LMAN1L	1028	711
NMB_CCDS10332.1_ex2_15:85201238-85201261:+_5-4	NMB	654	525
ZC3H4_CCDS42582.1_ex7_19:47588320-47588343:-_5-3	ZC3H4	6	1
TEX14_CCDS32692.1_ex23_17:56690817-56690840:+_5-3	TEX14	605	730
TMEM136_CCDS55792.1_ex0_11:120198341-120198364:-_5-5	TMEM136	472	609
MRGPRX2_CCDS7847.1_ex0_11:19077454-19077477:-_5-2	MRGPRX2	523	333
CDC23_CCDS4200.2_ex14_5:137548674-137548697:+_5-3	CDC23	55	371
AGAP3_CCDS43681.1_ex9_7:150825666-150825689:+_9-9	AGAP3	417	413
TRMT10A_CCDS3650.1_ex4_4:100478518-100478541:-_5-2	TRMT10A	299	205
RPS9_CCDS12884.1_ex2_19:54710315-54710338:-_5-5	RPS9	162	810
ROCK2_CCDS42654.1_ex27_2:11367466-11367489:-_5-4	ROCK2	440	283
KIAA1598_CCDS31293.1_ex7_10:118704481-118704504:-_5-1	KIAA1598	202	154
ZSWIM2_CCDS33348.1_ex8_2:187713744-187713767:-_5-5	ZSWIM2	155	221
SPATA25_CCDS13383.1_ex0_20:44515548-44515571:-_5-3	SPATA25	949	621
TNIP2_CCDS3362.1_ex3_4:2747244-2747267:-_5-3	TNIP2	519	289
C9orf92_CCDS65012.1_ex2_9:16215797-16215820:+_5-3	C9orf92	120	83
CASP5_CCDS44718.1_ex2_11:104869735-104869758:-_7-2	CASP5	202	169
TBX4_CCDS11629.1_ex4_17:59556025-59556048:-_5-3	TBX4	508	404
AK3_CCDS56561.1_ex2_9:4719191-4719214:-_5-4	AK3	1456	1011
DHRS2_CCDS41927.1_ex4_14:24113349-24113372:+_5-4	DHRS2	177	156
ATP6V0B_CCDS41315.1_ex4_1:44442692-44442715:-_5-5	ATP6V0B	742	435
TTLL10_CCDS44036.1_ex3_1:1115944-1115967:+_5-4	TTLL10	258	211
MPPE1_CCDS11853.1_ex8_18:11897007-11897030:+_5-5	MPPE1	36	87
GALNTL6_CCDS34104.1_ex5_4:173734714-173734737:-_5-5	GALNTL6	526	445
PHF8_CCDS14355.1_ex16_X:54043071-54043094:-_5-2	PHF8	150	77
MON2_CCDS31849.1_ex6_12:62895444-62895467:+_5-3	MON2	827	603
FRYL_CCDS43227.1_ex37_4:48572917-48572940:-_5-3	FRYL	223	219
ASL_CCDS47597.1_ex5_7:65551592-65551615:+_5-4	ASL	503	337
MARK1_CCDS31029.2_ex9_1:220804442-220804465:-_5-4	MARK1	413	375
PDE4D_CCDS47213.1_ex6_5:58286663-58286686:-_5-4	PDE4D	292	222
TECTA_CCDS8434.1_ex3_11:120983792-120983815:+_5-1	TECTA	603	617
ANO7_CCDS33423.1_ex1_2:242129542-242129565:+_5-3	ANO7	260	189
SOX12_CCDS12995.1_ex0_20:306818-306841:+_5-2	SOX12	260	285
ZNF572_CCDS6354.1_ex1_8:125988723-125988746:-_5-2	ZNF572	323	426
MRPS26_CCDS13043.1_ex1_20:3027059-3027082:-_5-4	MRPS26	856	843
CWF19L2_CCDS8336.2_ex12_11:107309869-107309892:-_5-5	CWF19L2	249	372
ADAMTS9_CCDS2903.1_ex37_3:64672605-64672628:+_5-5	ADAMTS9	848	818
ZIC3_CCDS14663.1_ex0_X:136649257-136649280:+_5-4	ZIC3	1459	1065
RPUSD3_CCDS2586.2_ex7_3:9885147-9885170:-_5-3	RPUSD3	474	537
PIGU_CCDS13239.1_ex7_20:33225704-33225727:+_5-2	PIGU	491	438
CCR1_CCDS2737.1_ex0_3:46245283-46245306:+_5-1	CCR1	173	116
HIST1H4F_CCDS4598.1_ex0_6:26240853-26240876:+_5-5	HIST1H4F	122	174
THOC6_CCDS10491.1_ex3_16:3076145-3076168:+_5-4	THOC6	255	310
ATG13_CCDS44582.1_ex7_11:46679089-46679112:-_5-4	ATG13	7	26
ABCB11_CCDS46444.1_ex23_2:169869923-169869946:+_5-5	ABCB11	585	490
UNC5C_CCDS3643.1_ex8_4:96141243-96141266:+_5-2	UNC5C	578	511
TSGA10_CCDS2037.1_ex13_2:99722066-99722089:-_5-4	TSGA10	646	621
LAMC1_CCDS1351.1_ex10_1:183087241-183087264:+_5-5	LAMC1	153	138
STYK1_CCDS8629.1_ex5_12:10782207-10782230:+_5-1	STYK1	908	588
XYLT1_CCDS10569.1_ex8_16:17294389-17294412:+_5-2	XYLT1	830	573
STK33_CCDS7789.1_ex8_11:8483419-8483442:-_5-2	STK33	231	171
PLA2G15_CCDS10864.1_ex1_16:68283280-68283303:+_5-2	PLA2G15	682	433
PRIM1_CCDS44926.1_ex12_12:57145981-57146004:-_5-5	PRIM1	104	748
RNF144B_CCDS34345.1_ex2_6:18439918-18439941:-_5-2	RNF144B	109	175
TATDN1_CCDS55273.1_ex7_8:125528126-125528149:-_5-3	TATDN1	165	222
NOSTRIN_CCDS42771.1_ex5_2:169688006-169688029:+_5-1	NOSTRIN	0	0
THOC2_CCDS43988.1_ex23_X:122778505-122778528:-_5-2	THOC2	93	514
MYBPC3_CCDS53621.1_ex27_11:47369397-47369420:+_5-4	MYBPC3	918	673
EYS_CCDS47445.1_ex39_6:66205175-66205198:+_5-5	EYS	0	12
SGOL1_CCDS2635.1_ex4_3:20219800-20219823:+_5-2	SGOL1	129	369
PMP2_CCDS6229.1_ex2_8:82357160-82357183:+_5-4	PMP2	197	333
GUCY2C_CCDS8664.1_ex18_12:14825875-14825898:+_5-2	GUCY2C	1031	750
IFIT5_CCDS7403.1_ex1_10:91177049-91177072:+_5-1	IFIT5	6	3
MSS51_CCDS31221.1_ex4_10:75187392-75187415:+_5-3	MSS51	270	297
GADD45G_CCDS6686.1_ex2_9:92220653-92220676:-_5-4	GADD45G	262	206
PSMG2_CCDS11862.1_ex4_18:12720513-12720536:-_5-3	PSMG2	242	274
GTPBP10_CCDS43614.1_ex4_7:90006832-90006855:+_5-4	GTPBP10	63	33
SUCO_CCDS1303.1_ex4_1:172526502-172526525:-_5-2	SUCO	433	214
SHISA3_CCDS33979.1_ex1_4:42403043-42403066:-_5-5	SHISA3	291	148
IL13RA2_CCDS14565.1_ex6_X:114248996-114249019:+_5-3	IL13RA2	318	359
FAM103A1_CCDS10321.1_ex1_15:83658640-83658663:+_5-3	FAM103A1	517	560
CCDC54_CCDS2949.1_ex0_3:107096882-107096905:-_5-5	CCDC54	108	98
WRAP53_CCDS11119.1_ex0_17:7592084-7592107:+_5-1	WRAP53	597	530
LHFPL4_CCDS33691.1_ex1_3:9547788-9547811:-_5-2	LHFPL4	0	0
LCN2_CCDS6892.1_ex1_9:130912644-130912667:-_5-3	LCN2	445	329
GPN3_CCDS53830.1_ex5_12:110897550-110897573:-_5-2	GPN3	751	395
RAB41_CCDS35322.2_ex1_X:69502404-69502427:-_5-2	RAB41	119	122
VEGFA_CCDS34457.1_ex2_6:43745239-43745262:+_17-11	VEGFA	660	558
PQBP1_CCDS14309.1_ex1_X:48758546-48758569:-_5-2	PQBP1	450	460
TSHZ1_CCDS12009.1_ex0_18:72998114-72998137:+_5-2	TSHZ1	782	571
ATXN7L1_CCDS47682.1_ex3_7:105260732-105260755:-_11-2	ATXN7L1	581	528
HGFAC_CCDS3369.1_ex5_4:3446142-3446165:-_5-4	HGFAC	790	694
ARCN1_CCDS44749.1_ex2_11:118454715-118454738:-_5-2	ARCN1	506	789
ARID3C_CCDS35006.1_ex4_9:34623924-34623947:-_5-2	ARID3C	984	720
CD3E_CCDS31685.1_ex5_11:118184455-118184478:+_5-5	CD3E	315	240
TXNDC15_CCDS4180.1_ex0_5:134210198-134210221:+_5-1	TXNDC15	907	804
HPCAL4_CCDS441.1_ex2_1:40150108-40150131:-_5-5	HPCAL4	457	425
PNOC_CCDS6066.1_ex1_8:28196561-28196584:+_8-2	PNOC	294	191
FGF6_CCDS8527.1_ex1_12:4553364-4553387:+_5-1	FGF6	2323	1714
HAUS3_CCDS33941.1_ex3_4:2242443-2242466:+_5-4	HAUS3	103	452
IGFL2_CCDS46121.1_ex2_19:46663972-46663995:-_6-5	IGFL2	466	469
VARS_CCDS34412.1_ex27_6:31760751-31760774:+_5-4	VARS	54	271
C9orf40_CCDS6648.1_ex1_9:77567238-77567261:+_5-2	C9orf40	1031	854
TIAL1_CCDS31295.1_ex5_10:121338314-121338337:-_5-2	TIAL1	720	451
TMEM155_CCDS3721.1_ex1_4:122682760-122682783:+_5-4	TMEM155	538	434
MRGPRD_CCDS31625.1_ex0_11:68748120-68748143:-_5-2	MRGPRD	421	320
ORMDL3_CCDS11355.1_ex1_17:38079416-38079439:+_5-1	ORMDL3	692	540
KCNK1_CCDS1599.1_ex0_1:233750187-233750210:+_5-1	KCNK1	438	379
MORC2_CCDS33636.1_ex17_22:31337518-31337541:+_5-4	MORC2	269	227
C11orf83_CCDS41658.1_ex0_11:62439315-62439338:+_5-2	C11orf83	161	84
ZNF233_CCDS33047.1_ex3_19:44777690-44777713:+_5-5	ZNF233	544	382
EBPL_CCDS61334.1_ex1_13:50237318-50237341:-_5-2	EBPL	15	4
ZNF366_CCDS4015.1_ex3_5:71756911-71756934:+_5-2	ZNF366	272	132
ANKDD1B_CCDS64180.1_ex5_5:74930735-74930758:+_5-3	ANKDD1B	733	763
MMS19_CCDS7464.1_ex23_10:99236435-99236458:+_5-4	MMS19	78	28
SCAND1_CCDS13269.1_ex0_20:34542004-34542027:-_5-3	SCAND1	1367	1146
TRPC1_CCDS3126.1_ex2_3:142467122-142467145:+_5-2	TRPC1	115	60
FOXE1_CCDS35078.1_ex0_9:100616766-100616789:-_5-4	FOXE1	926	639
COX7B2_CCDS3472.2_ex0_4:46737109-46737132:+_4-4	COX7B2	221	120
DOPEY1_CCDS4996.1_ex14_6:83839932-83839955:+_5-4	DOPEY1	680	558
ZMYND15_CCDS11053.1_ex1_17:4644934-4644957:+_5-2	ZMYND15	414	398
CD160_CCDS923.1_ex2_1:145704292-145704315:+_5-5	CD160	607	549
METTL15_CCDS31450.1_ex2_11:28311870-28311893:+_5-5	METTL15	81	76
UBE2U_CCDS627.1_ex1_1:64671380-64671403:+_5-1	UBE2U	639	581
RASSF2_CCDS13083.1_ex4_20:4770301-4770324:+_5-2	RASSF2	337	326
C10orf99_CCDS7371.1_ex1_10:85936296-85936319:-_5-4	C10orf99	587	554
FDXR_CCDS11707.1_ex6_17:72861908-72861931:+_5-4	FDXR	382	464
AGRN_CCDS30551.1_ex5_1:977005-977028:+_5-1	AGRN	910	810
ANKRD13B_CCDS11251.1_ex7_17:27937701-27937724:+_5-4	ANKRD13B	349	309
CUL5_CCDS31668.1_ex3_11:107920771-107920794:+_5-1	CUL5	0	0
EDEM1_CCDS33686.1_ex0_3:5229619-5229642:+_5-1	EDEM1	1207	864
ILKAP_CCDS2526.1_ex7_2:239096764-239096787:+_5-1	ILKAP	829	469
LAMP5_CCDS13106.1_ex3_20:9496986-9497009:+_5-3	LAMP5	271	272
GTF2E2_CCDS6078.1_ex3_8:30469865-30469888:+_5-1	GTF2E2	72	560
APCDD1L_CCDS13467.1_ex1_20:57042658-57042681:+_5-4	APCDD1L	433	252
CIR1_CCDS2256.1_ex2_2:175216345-175216368:-_5-1	CIR1	1046	795
RXRA_CCDS35172.1_ex3_9:137300863-137300886:-_5-4	RXRA	830	968
PIK3R1_CCDS3993.1_ex8_5:67589216-67589239:+_5-1	PIK3R1	27	6
EXOC2_CCDS34327.1_ex20_6:599168-599191:-_5-3	EXOC2	104	103
COL8A1_CCDS2934.1_ex0_3:99509801-99509824:+_5-1	COL8A1	346	369
TMEM5_CCDS61179.1_ex1_12:64202684-64202707:-_8-8	TMEM5	10	8
KALRN_CCDS3028.1_ex12_3:124385371-124385394:-_10-9	KALRN	1892	1528
FBXW5_CCDS7014.1_ex4_9:139837036-139837059:+_5-2	FBXW5	513	527
DMRT2_CCDS6444.1_ex0_9:1051913-1051936:-_8-5	DMRT2	837	569
POU3F1_CCDS30679.1_ex0_1:38511831-38511854:-_5-2	POU3F1	690	533
NRG1_CCDS47836.1_ex0_8:31497735-31497758:-_18-2	NRG1	711	536
RIMBP3B_CCDS46668.1_ex0_22:21738692-21738715:+_5-2	RIMBP3B	478	646
TMEM198_CCDS33385.1_ex1_2:220412614-220412637:-_5-5	TMEM198	635	567
TOR1AIP2_CCDS1334.1_ex2_1:179819998-179820021:-_5-2	TOR1AIP2	163	191
ISOC2_CCDS12925.1_ex2_19:55966667-55966690:+_5-2	ISOC2	583	657
DIXDC1_CCDS60957.1_ex1_11:111835346-111835369:-_5-1	DIXDC1	901	806
MYO5B_CCDS42436.1_ex30_18:47500790-47500813:+_5-4	MYO5B	401	351
KIF4A_CCDS14401.1_ex3_X:69519030-69519053:+_5-1	KIF4A	73	83
ZC3H13_CCDS9400.1_ex7_13:46559596-46559619:-_5-3	ZC3H13	226	193
MAGEB4_CCDS14221.1_ex0_X:30260789-30260812:+_5-4	MAGEB4	755	675
LARP1B_CCDS3738.1_ex1_4:128999095-128999118:+_5-1	LARP1B	42	47
PIGH_CCDS9784.1_ex2_14:68060612-68060635:+_5-2	PIGH	90	87
SYNPO2_CCDS34054.1_ex2_4:119947870-119947893:-_5-1	SYNPO2	461	502
TAS2R60_CCDS5885.1_ex0_7:143141067-143141090:+_5-5	TAS2R60	295	345
DENND6A_CCDS33773.1_ex16_3:57651844-57651867:-_5-5	DENND6A	80	11
SREBF2_CCDS14023.1_ex2_22:42264699-42264722:-_5-3	SREBF2	846	916
TPGS1_CCDS42454.1_ex1_19:519053-519076:+_5-4	TPGS1	561	569
THYN1_CCDS8496.1_ex4_11:134120167-134120190:-_5-1	THYN1	116	160
TXNDC16_CCDS32083.1_ex14_14:52985970-52985993:-_5-3	TXNDC16	40	18
CLCA2_CCDS708.1_ex6_1:86904671-86904694:-_5-5	CLCA2	682	572
NANOS1_CCDS7607.1_ex0_10:120789437-120789460:-_5-1	NANOS1	853	576
COL21A1_CCDS55025.1_ex24_6:56033078-56033101:-_5-1	COL21A1	176	109
PHF2_CCDS35069.1_ex5_9:96415562-96415585:+_5-2	PHF2	786	461
YRDC_CCDS30675.1_ex4_1:38273461-38273484:+_5-2	YRDC	443	837
COMT_CCDS13770.1_ex1_22:19951211-19951234:-_5-3	COMT	491	579
KIAA1199_CCDS10315.1_ex8_15:81187425-81187448:-_5-4	KIAA1199	501	469
FAM111A_CCDS7973.1_ex1_11:58919248-58919271:+_5-1	FAM111A	30	40
MBOAT1_CCDS34346.1_ex6_6:20126868-20126891:-_5-2	MBOAT1	91	202
ZBTB8OS_CCDS365.1_ex5_1:33100376-33100399:+_5-4	ZBTB8OS	294	307
CLEC14A_CCDS9667.1_ex0_14:38725082-38725105:-_5-5	CLEC14A	507	429
RPIA_CCDS2004.2_ex3_2:89028849-89028872:-_5-3	RPIA	278	233
C9orf152_CCDS35102.2_ex1_9:112969665-112969688:-_5-4	C9orf152	388	309
SEPP1_CCDS43311.1_ex1_5:42804814-42804837:+_5-1	SEPP1	28	35
CRNKL1_CCDS33446.1_ex8_20:20026034-20026057:+_5-1	CRNKL1	244	521
SEPT2_CCDS2548.1_ex4_2:242276841-242276864:-_5-5	SEPT2	788	792
KLF9_CCDS6633.1_ex1_9:73028142-73028165:+_5-5	KLF9	1226	966
C9orf78_CCDS6931.1_ex3_9:132593138-132593161:+_5-1	C9orf78	579	548
NES_CCDS1151.1_ex3_1:156646840-156646863:+_5-4	NES	519	337
HDAC8_CCDS14420.1_ex8_X:71788666-71788689:+_10-5	HDAC8	430	401
RSRC1_CCDS3181.1_ex4_3:158072638-158072661:+_5-4	RSRC1	507	457
APBA1_CCDS6630.1_ex11_9:72131490-72131513:+_5-2	APBA1	849	770
TCEAL7_CCDS14506.1_ex0_X:102586516-102586539:+_5-5	TCEAL7	0	106
KCNG2_CCDS12019.1_ex1_18:77659191-77659214:-_5-5	KCNG2	661	416
SNX32_CCDS8113.2_ex5_11:65618268-65618291:+_5-5	SNX32	466	364
ZC3H12A_CCDS417.1_ex2_1:37947379-37947402:+_5-5	ZC3H12A	736	466
ATP9A_CCDS33489.1_ex14_20:50273549-50273572:+_5-2	ATP9A	243	300
SPATA5_CCDS3730.1_ex0_4:123844393-123844416:-_5-1	SPATA5	386	307
AMPH_CCDS47574.1_ex14_7:38516456-38516479:-_5-4	AMPH	309	203
TCF20_CCDS14032.1_ex3_22:42609221-42609244:+_5-3	TCF20	507	471
CEACAM5_CCDS12584.1_ex3_19:42219592-42219615:-_5-3	CEACAM5	33	71
NOMO2_CCDS10570.1_ex22_16:18553565-18553588:-_5-2	NOMO2	401	556
ENHO_CCDS43795.1_ex0_9:34521573-34521596:+_5-4	ENHO	345	271
GLUD2_CCDS14603.1_ex0_X:120182168-120182191:+_5-4	GLUD2	276	359
MOV10_CCDS65615.1_ex7_1:113237366-113237389:-_5-5	MOV10	1107	844
VIPR1_CCDS2698.1_ex7_3:42573005-42573028:-_5-4	VIPR1	16	51
SLC24A5_CCDS10128.1_ex2_15:48426454-48426477:-_5-2	SLC24A5	262	172
FAM127B_CCDS43998.1_ex0_X:134186034-134186057:+_2-2	FAM127B	353	227
TSSK1B_CCDS4112.1_ex0_5:112770028-112770051:-_5-1	TSSK1B	562	382
ESRP1_CCDS47895.1_ex1_8:95654194-95654217:+_5-1	ESRP1	38	78
LRP3_CCDS12430.1_ex2_19:33693876-33693899:+_5-1	LRP3	184	126
ERAS_CCDS35246.1_ex0_X:48687771-48687794:+_5-4	ERAS	443	686
B3GALTL_CCDS9341.1_ex3_13:31803409-31803432:+_5-1	B3GALTL	273	278
N4BP2_CCDS3457.1_ex1_4:40104215-40104238:+_5-2	N4BP2	696	709
LMAN2_CCDS4417.1_ex7_5:176778451-176778474:-_5-4	LMAN2	572	403
PDLIM3_CCDS3844.1_ex6_4:186446219-186446242:-_5-4	PDLIM3	991	694
KRT39_CCDS11382.1_ex6_17:39122980-39123003:+_5-5	KRT39	387	354
B4GALNT3_CCDS8504.1_ex9_12:659067-659090:-_5-4	B4GALNT3	499	429
SLC47A2_CCDS11211.1_ex9_17:19611085-19611108:+_5-2	SLC47A2	242	179
