sgRNA	gene	CRISPR_C7448913.sample	CRISPR_C6596666.sample
DEK_CCDS34344.1_ex7_6:18258261-18258284:-_5-5	DEK	123	266
KCNRG_CCDS41889.1_ex0_13:50589957-50589980:+_5-3	KCNRG	116	294
VPS26B_CCDS8495.1_ex0_11:134095129-134095152:-_5-1	VPS26B	579	645
BRAF_CCDS5863.1_ex12_7:140501197-140501220:+_5-2	BRAF	95	85
DTNA_CCDS11908.1_ex3_18:32386171-32386194:+_15-5	DTNA	278	379
FCRLA_CCDS30926.1_ex1_1:161680607-161680630:-_13-3	FCRLA	265	471
CRB2_CCDS6852.2_ex3_9:126128581-126128604:-_5-4	CRB2	605	609
CYP4F12_CCDS42517.1_ex1_19:15789126-15789149:+_5-3	CYP4F12	533	532
sgGMNN_9	GMNN_LS	62	341
SPANXN3_CCDS35418.1_ex0_X:142596972-142596995:+_5-5	SPANXN3	725	594
ATL2_CCDS1795.1_ex7_2:38541775-38541798:-_5-1	ATL2	0	1
IPCEF1_CCDS47509.1_ex7_6:154567849-154567872:-_5-5	IPCEF1	48	153
sgPDGFRB_9	PDGFRB_LS	433	538
FAM126B_CCDS2335.1_ex6_2:201876174-201876197:-_5-4	FAM126B	149	187
MAGOHB_CCDS8628.1_ex2_12:10762515-10762538:-_4-2	MAGOHB	106	191
sgMAP2K1_5	MAP2K1_LS	83	500
CDC6_CCDS11365.1_ex1_17:38447397-38447420:+_5-2	CDC6	142	265
ZNF98_CCDS46031.1_ex1_19:22585585-22585608:-_5-3	ZNF98	317	602
PSMA8_CCDS32808.1_ex0_18:23714009-23714032:+_5-1	PSMA8	126	353
PDGFB_CCDS13987.1_ex3_22:39629438-39629461:-_5-4	PDGFB	647	512
TSPAN1_CCDS530.1_ex1_1:46650059-46650082:-_5-3	TSPAN1	506	650
CXorf30_CCDS55396.1_ex5_X:36329017-36329040:-_5-3	CXorf30	0	0
SIK2_CCDS8347.1_ex7_11:111575820-111575843:-_5-4	SIK2	520	748
FLT3_CCDS31953.1_ex21_13:28636163-28636186:+_5-5	FLT3	520	580
GALNT11_CCDS5930.1_ex4_7:151805191-151805214:-_5-4	GALNT11	444	593
CNEP1R1_CCDS45480.1_ex4_16:50067336-50067359:-_5-4	CNEP1R1	62	182
C1orf105_CCDS1301.1_ex1_1:172414272-172414295:-_5-1	C1orf105	356	261
SPATA2L_CCDS10985.1_ex0_16:89764678-89764701:-_5-4	SPATA2L	680	744
SMAP2_CCDS451.1_ex8_1:40882494-40882517:-_5-5	SMAP2	564	715
MAP3K1_CCDS43318.1_ex9_5:56171107-56171130:-_5-4	MAP3K1	159	293
ZNF615_CCDS12846.1_ex0_19:52497740-52497763:+_5-4	ZNF615	358	326
TXLNB_CCDS34545.1_ex8_6:139609893-139609916:+_5-5	TXLNB	686	612
SYT7_CCDS31577.1_ex5_11:61300519-61300542:+_5-4	SYT7	616	726
sgSBK2_8	SBK2_LS	302	557
sgRCOR3_4	RCOR3_LS	117	168
TXNRD2_CCDS42981.1_ex13_22:19906376-19906399:+_5-2	TXNRD2	512	802
LARS_CCDS34265.1_ex24_5:145538979-145539002:+_5-4	LARS	24	370
NAA38_CCDS5775.1_ex2_7:117828402-117828425:+_4-3	NAA38	81	272
CAPN14_CCDS46254.1_ex17_2:31424714-31424737:+_5-2	CAPN14	409	562
CLCNKB_CCDS168.1_ex7_1:16376143-16376166:-_7-4	CLCNKB	290	236
KCTD11_CCDS32545.1_ex0_17:7256587-7256610:-_5-4	KCTD11	430	517
SKA2_CCDS45747.1_ex1_17:57196769-57196792:+_9-2	SKA2	106	455
SMKR1_CCDS59077.1_ex1_7:129152152-129152175:+_4-1	SMKR1	599	666
sgWDR77_8	WDR77_LS	61	390
PRSS8_CCDS45469.1_ex2_16:31144209-31144232:+_5-3	PRSS8	344	411
SFT2D2_CCDS1271.1_ex3_1:168204357-168204380:-_5-4	SFT2D2	312	549
SCRT1_CCDS6421.1_ex0_8:145557755-145557778:-_5-4	SCRT1	384	475
ACTR3_CCDS33277.1_ex4_2:114688888-114688911:+_5-2	ACTR3	110	102
MOV10L1_CCDS14084.1_ex22_22:50596514-50596537:+_10-10	MOV10L1	361	540
sgCXXC4_9	CXXC4_LS	359	524
sgDHX33_5	DHX33_LS	198	606
BMP7_CCDS13455.1_ex6_20:55840940-55840963:+_5-5	BMP7	467	423
FMN1_CCDS61581.1_ex17_15:33446903-33446926:-_11-11	FMN1	229	439
sgMED17_6	MED17_LS	153	560
TSTD1_CCDS44257.1_ex1_1:161007753-161007776:-_10-3	TSTD1	479	324
CTRL00062	NON-TARGETING	666	506
FAM181A_CCDS55939.1_ex0_14:94394924-94394947:+_5-3	FAM181A	146	326
TSPAN17_CCDS34298.1_ex1_5:176078637-176078660:+_5-1	TSPAN17	734	632
CYYR1_CCDS13578.1_ex1_21:27852730-27852753:-_5-3	CYYR1	632	746
CSGALNACT2_CCDS7201.1_ex0_10:43650729-43650752:-_5-1	CSGALNACT2	301	359
SGPL1_CCDS31216.1_ex1_10:72604351-72604374:-_5-1	SGPL1	292	521
MAD1L1_CCDS43539.1_ex13_7:2259067-2259090:-_5-3	MAD1L1	257	407
sgSMARCD1_9	SMARCD1_LS	343	402
sgRRM2_2	RRM2_LS	13	493
MRPL18_CCDS5270.1_ex1_6:160212065-160212088:+_5-3	MRPL18	459	555
ZNF43_CCDS12413.2_ex1_19:22000712-22000735:+_5-5	ZNF43	420	562
FAM221A_CCDS47561.1_ex2_7:23728932-23728955:-_5-1	FAM221A	328	359
GABRA2_CCDS3471.1_ex5_4:46314533-46314556:-_5-4	GABRA2	158	353
SLC25A5_CCDS14578.1_ex1_X:118603664-118603687:+_5-1	SLC25A5	167	512
MCTP2_CCDS32338.1_ex9_15:94910914-94910937:-_5-1	MCTP2	243	183
ZNF639_CCDS3227.1_ex3_3:179051447-179051470:+_5-4	ZNF639	397	589
DHRS7B_CCDS11215.1_ex1_17:21075452-21075475:-_5-1	DHRS7B	450	585
TEKT2_CCDS401.1_ex3_1:36552324-36552347:+_5-4	TEKT2	515	757
TMEM68_CCDS6161.1_ex3_8:56675301-56675324:+_5-5	TMEM68	8	12
DPY19L3_CCDS12422.1_ex4_19:32928128-32928151:+_5-3	DPY19L3	289	397
ATXN7L1_CCDS34727.1_ex1_7:105429067-105429090:-_11-6	ATXN7L1	405	398
sgPLK5_4	PLK5_LS	235	463
ATXN7L3B_CCDS53815.1_ex0_12:74932030-74932053:+_5-4	ATXN7L3B	198	402
ESCO2_CCDS34872.1_ex1_8:27634337-27634360:+_5-2	ESCO2	155	247
LYZL1_CCDS31174.1_ex1_10:29580765-29580788:+_5-1	LYZL1	382	769
MEFV_CCDS10498.1_ex9_16:3306444-3306467:+_5-5	MEFV	591	813
CABIN1_CCDS13823.1_ex20_22:24481002-24481025:+_5-5	CABIN1	168	357
ZNF385B_CCDS33339.1_ex3_2:180311337-180311360:+_5-1	ZNF385B	239	365
KIN_CCDS7080.1_ex9_10:7822072-7822095:+_5-5	KIN	35	567
PTPN23_CCDS2754.1_ex12_3:47449277-47449300:-_5-4	PTPN23	482	649
OTUD1_CCDS44366.1_ex0_10:23729052-23729075:-_5-4	OTUD1	706	766
KCNJ3_CCDS2200.1_ex0_2:155555446-155555469:+_5-1	KCNJ3	569	609
sgPSMD12_7	PSMD12_LS	198	331
ZNFX1_CCDS13417.1_ex6_20:47874135-47874158:-_5-3	ZNFX1	401	549
ATG4D_CCDS12241.1_ex0_19:10654979-10655002:+_5-1	ATG4D	195	266
DHX9_CCDS41444.1_ex8_1:182827994-182828017:+_5-4	DHX9	78	288
GPR3_CCDS303.1_ex0_1:27720666-27720689:-_5-3	GPR3	792	754
ATP6V0D2_CCDS6241.1_ex2_8:87151773-87151796:-_5-4	ATP6V0D2	120	306
DMRT2_CCDS6444.1_ex0_9:1051752-1051775:+_8-2	DMRT2	347	355
SUSD4_CCDS31034.1_ex3_1:223465814-223465837:-_5-2	SUSD4	258	509
TOMM40L_CCDS1227.1_ex2_1:161197093-161197116:+_5-3	TOMM40L	348	561
CTRL00383	NON-TARGETING	669	600
ADM2_CCDS33682.1_ex1_22:50921047-50921070:-_5-2	ADM2	341	536
STYXL1_CCDS5580.1_ex6_7:75657994-75658017:+_5-5	STYXL1	192	413
UTP18_CCDS42362.1_ex0_17:49338076-49338099:+_5-1	UTP18	117	713
CDCP2_CCDS588.2_ex2_1:54610322-54610345:+_5-5	CDCP2	120	351
INPP5B_CCDS41306.1_ex17_1:38397586-38397609:+_5-1	INPP5B	234	537
sgMAPK1_3	MAPK1_LS	330	363
IKBKE_CCDS30996.1_ex3_1:206649587-206649610:+_5-2	IKBKE	923	796
TSKU_CCDS8246.1_ex0_11:76506905-76506928:+_5-3	TSKU	953	762
EPO_CCDS5705.1_ex2_7:100319636-100319659:+_5-4	EPO	74	243
CDKN2AIPNL_CCDS4175.1_ex2_5:133747442-133747465:+_5-5	CDKN2AIPNL	309	504
SIPA1L1_CCDS61490.1_ex0_14:72056028-72056051:+_5-3	SIPA1L1	139	298
sgCSNK1D_6	CSNK1D_LS	204	420
TNRC6A_CCDS10624.2_ex5_16:24802610-24802633:-_5-5	TNRC6A	598	498
CCDC132_CCDS43617.1_ex4_7:92885813-92885836:+_5-3	CCDC132	16	11
HS3ST3B1_CCDS11167.1_ex0_17:14204941-14204964:+_5-1	HS3ST3B1	517	731
THRB_CCDS2641.1_ex3_3:24185023-24185046:+_5-1	THRB	792	698
sgTSSK6_5	TSSK6_LS	197	321
CMKLR1_CCDS41829.1_ex0_12:108686273-108686296:-_5-2	CMKLR1	629	743
LRSAM1_CCDS55347.1_ex6_9:130224577-130224600:+_5-2	LRSAM1	319	337
FGF22_CCDS12037.1_ex0_19:640068-640091:+_5-1	FGF22	472	683
TADA1_CCDS1255.1_ex4_1:166833112-166833135:+_5-4	TADA1	316	697
TRAPPC6A_CCDS12655.1_ex4_19:45668415-45668438:+_7-6	TRAPPC6A	508	652
STOML3_CCDS45040.1_ex4_13:39550682-39550705:-_5-5	STOML3	423	439
PCGF5_CCDS7413.1_ex4_10:93011158-93011181:+_5-5	PCGF5	118	290
FBXW9_CCDS12278.2_ex7_19:12805416-12805439:+_5-1	FBXW9	505	492
EGFL7_CCDS7002.1_ex2_9:139564109-139564132:+_5-3	EGFL7	532	531
ZNF449_CCDS14649.1_ex1_X:134483184-134483207:-_5-3	ZNF449	510	926
INO80B_CCDS1942.2_ex2_2:74682990-74683013:-_5-1	INO80B	21	137
CENPP_CCDS35063.1_ex5_9:95373652-95373675:+_10-7	CENPP	550	646
MMP26_CCDS7752.1_ex1_11:5011052-5011075:+_5-3	MMP26	484	445
VSX1_CCDS13168.1_ex4_20:25062629-25062652:-_5-5	VSX1	655	925
C1orf228_CCDS53311.1_ex1_1:45162820-45162843:+_5-2	C1orf228	132	280
RDH8_CCDS12223.2_ex1_19:10127727-10127750:+_5-1	RDH8	775	685
HIST3H3_CCDS1572.1_ex0_1:228612848-228612871:+_4-4	HIST3H3	393	818
ABCA5_CCDS11685.1_ex35_17:67305496-67305519:+_5-5	ABCA5	225	300
CER1_CCDS6476.1_ex1_9:14722316-14722339:+_5-3	CER1	528	608
CENPO_CCDS1714.1_ex1_2:25022700-25022723:-_5-1	CENPO	736	781
C10orf2_CCDS53570.1_ex0_10:102748142-102748165:+_5-2	C10orf2	394	531
sgSART1_5	SART1_LS	0	168
ST8SIA4_CCDS4091.1_ex2_5:100222257-100222280:-_5-3	ST8SIA4	539	537
TNFRSF1A_CCDS8542.1_ex7_12:6443005-6443028:+_5-4	TNFRSF1A	321	381
TPD52L3_CCDS34984.1_ex0_9:6328693-6328716:+_5-2	TPD52L3	140	341
SLC40A1_CCDS2299.1_ex2_2:190430173-190430196:+_5-1	SLC40A1	324	479
CTRL00594	NON-TARGETING	2	62
sgCDKN1B_10	CDKN1B_LS	516	593
AHCY_CCDS13233.1_ex6_20:32880210-32880233:-_5-3	AHCY	213	426
TAS2R30_CCDS53750.1_ex0_12:11286645-11286668:-_4-4	TAS2R30	136	173
sgCCNB1_6	CCNB1_LS	31	299
SLC2A4_CCDS11097.1_ex3_17:7187161-7187184:-_5-1	SLC2A4	665	720
C12orf71_CCDS44851.1_ex1_12:27235084-27235107:-_5-2	C12orf71	116	90
LRRN4_CCDS13097.1_ex3_20:6033296-6033319:-_5-5	LRRN4	558	589
PRKACA_CCDS12304.1_ex4_19:14208638-14208661:+_5-1	PRKACA	195	402
CDHR4_CCDS46829.1_ex10_3:49832468-49832491:-_5-1	CDHR4	167	622
ITIH4_CCDS2865.1_ex21_3:52861194-52861217:+_5-4	ITIH4	461	517
SAMM50_CCDS14055.1_ex4_22:44368176-44368199:+_5-2	SAMM50	22	400
sgCDKL5_9	CDKL5_LS	302	322
PRSS8_CCDS45469.1_ex2_16:31144258-31144281:+_5-4	PRSS8	227	456
HTR2A_CCDS53867.1_ex0_13:47409714-47409737:-_5-1	HTR2A	99	351
BTN2A2_CCDS4606.1_ex2_6:26388255-26388278:-_16-6	BTN2A2	131	197
SPINK2_CCDS63971.1_ex3_4:57687718-57687741:-_9-9	SPINK2	437	720
ZNF74_CCDS42982.1_ex2_22:20754973-20754996:+_5-1	ZNF74	495	420
MBOAT4_CCDS47835.1_ex0_8:29990105-29990128:-_5-2	MBOAT4	180	254
HEATR2_CCDS34580.1_ex1_7:769411-769434:+_5-3	HEATR2	767	687
CYLC2_CCDS35085.1_ex2_9:105765517-105765540:+_5-2	CYLC2	282	309
RPRD1B_CCDS13301.1_ex2_20:36676870-36676893:-_5-3	RPRD1B	249	457
GRINA_CCDS34961.1_ex1_8:145065891-145065914:-_5-4	GRINA	388	571
HVCN1_CCDS31900.1_ex4_12:111099078-111099101:-_5-5	HVCN1	222	509
CYP2C18_CCDS44460.1_ex3_10:96454740-96454763:-_5-4	CYP2C18	110	83
SLC25A29_CCDS32156.1_ex1_14:100759669-100759692:-_5-5	SLC25A29	587	537
SMARCC2_CCDS55835.1_ex20_12:56575349-56575372:+_5-3	SMARCC2	541	613
ZNF215_CCDS7775.1_ex4_11:6977047-6977070:+_5-5	ZNF215	202	267
TSEN2_CCDS2611.1_ex3_3:12544854-12544877:-_5-3	TSEN2	381	524
ATP13A2_CCDS175.1_ex22_1:17328830-17328853:+_5-2	ATP13A2	406	331
HMX1_CCDS47018.1_ex1_4:8873120-8873143:-_5-4	HMX1	564	706
KLHL7_CCDS34609.1_ex7_7:23205305-23205328:+_6-6	KLHL7	109	286
GPD1_CCDS58229.1_ex1_12:50498414-50498437:-_5-1	GPD1	657	805
ADAP1_CCDS5318.1_ex5_7:943876-943899:+_5-2	ADAP1	650	370
HAUS2_CCDS10090.1_ex3_15:42853556-42853579:-_5-3	HAUS2	90	491
SCGB1D2_CCDS8017.1_ex1_11:62010881-62010904:+_3-3	SCGB1D2	106	342
CLDN18_CCDS3095.1_ex1_3:137742576-137742599:+_5-2	CLDN18	397	501
ARHGEF26_CCDS46938.1_ex0_3:153840716-153840739:+_5-5	ARHGEF26	470	548
SLC39A10_CCDS33353.1_ex1_2:196548608-196548631:+_5-5	SLC39A10	390	603
NDC1_CCDS583.1_ex14_1:54293667-54293690:+_5-4	NDC1	349	612
sgTADA1_1	TADA1_LS	97	256
ODF2L_CCDS30763.2_ex10_1:86841941-86841964:+_5-1	ODF2L	47	88
ULBP3_CCDS5225.1_ex1_6:150386720-150386743:-_5-2	ULBP3	605	773
OPRD1_CCDS329.1_ex1_1:29185759-29185782:-_5-5	OPRD1	701	566
sgPRKCG_4	PRKCG_LS	694	577
sgDNMT3B_9	DNMT3B_LS	153	293
ASAH1_CCDS47813.1_ex8_8:17921978-17922001:+_5-2	ASAH1	36	47
TUBAL3_CCDS53491.1_ex1_10:5437408-5437431:+_5-5	TUBAL3	725	779
RHOT2_CCDS10417.1_ex2_16:718553-718576:+_5-2	RHOT2	640	385
ZNF200_CCDS10497.1_ex2_16:3282828-3282851:-_5-3	ZNF200	27	371
LHX4_CCDS1338.1_ex3_1:180240606-180240629:-_5-4	LHX4	504	843
COL6A6_CCDS46911.1_ex3_3:130285957-130285980:-_5-1	COL6A6	289	374
CTNNBL1_CCDS13298.1_ex4_20:36385966-36385989:-_5-3	CTNNBL1	161	484
PPRC1_CCDS7529.1_ex4_10:103900311-103900334:-_5-3	PPRC1	391	450
LRRC45_CCDS11797.1_ex3_17:79982986-79983009:+_5-2	LRRC45	530	656
ARFGEF2_CCDS13411.1_ex9_20:47587722-47587745:-_5-3	ARFGEF2	447	392
PPP2R5B_CCDS8085.1_ex1_11:64694343-64694366:-_5-3	PPP2R5B	294	349
NCR3LG1_CCDS55748.1_ex2_11:17388811-17388834:-_5-5	NCR3LG1	580	582
FOS_CCDS9841.1_ex2_14:75747323-75747346:+_5-4	FOS	377	735
POLR3G_CCDS43337.1_ex4_5:89797739-89797762:+_5-5	POLR3G	196	336
YBX3_CCDS44831.1_ex3_12:10865798-10865821:+_6-2	YBX3	239	493
CHDH_CCDS2873.1_ex6_3:53857720-53857743:-_5-5	CHDH	267	319
UGT2B15_CCDS3524.1_ex5_4:69536045-69536068:-_4-4	UGT2B15	103	150
FGF11_CCDS11105.1_ex0_17:7343081-7343104:+_5-2	FGF11	315	806
ABCD4_CCDS9828.1_ex17_14:74766843-74766866:+_5-5	ABCD4	237	412
TAS2R19_CCDS8640.1_ex0_12:11174588-11174611:+_5-1	TAS2R19	355	334
SCG5_CCDS45207.1_ex0_15:32935924-32935947:+_5-3	SCG5	506	563
SSX5_CCDS14288.1_ex5_X:48054536-48054559:-_9-9	SSX5	719	717
CTAG1A_CCDS44025.1_ex1_X:153814406-153814429:-_5-5	CTAG1A	539	543
WT1_CCDS44561.1_ex7_11:32450069-32450092:-_5-5	WT1	393	457
CTRL00477	NON-TARGETING	318	340
CEP85L_CCDS43498.1_ex10_6:118887120-118887143:-_5-1	CEP85L	254	363
SGSM2_CCDS32526.1_ex10_17:2268534-2268557:+_5-5	SGSM2	694	891
AP3M1_CCDS7342.1_ex5_10:75893860-75893883:-_5-3	AP3M1	85	381
ST6GALNAC5_CCDS673.1_ex2_1:77510057-77510080:+_5-5	ST6GALNAC5	353	772
SNRPB_CCDS13026.1_ex4_20:2446412-2446435:-_5-5	SNRPB	0	623
TMEM119_CCDS9119.1_ex0_12:108985691-108985714:+_5-1	TMEM119	215	634
SUPT16H_CCDS9569.1_ex18_14:21834646-21834669:-_5-3	SUPT16H	24	431
sgCHD2_3	CHD2_LS	77	392
ACMSD_CCDS2173.2_ex3_2:135619559-135619582:-_5-1	ACMSD	252	302
HMOX1_CCDS13914.1_ex1_22:35779189-35779212:+_5-1	HMOX1	709	663
HNF4G_CCDS6220.2_ex5_8:76468221-76468244:+_5-4	HNF4G	417	625
KXD1_CCDS12381.1_ex1_19:18675698-18675721:-_5-1	KXD1	336	462
USP40_CCDS46547.1_ex25_2:234460077-234460100:-_5-4	USP40	194	396
WDR63_CCDS702.1_ex9_1:85561681-85561704:+_5-5	WDR63	350	659
ERCC3_CCDS2144.1_ex8_2:128046400-128046423:-_5-2	ERCC3	86	461
GIMAP4_CCDS5904.1_ex1_7:150269307-150269330:-_5-1	GIMAP4	533	533
ARNTL_CCDS31430.1_ex6_11:13388301-13388324:-_5-3	ARNTL	370	567
VWA5A_CCDS8444.1_ex3_11:123989366-123989389:-_5-5	VWA5A	502	566
C21orf59_CCDS13617.1_ex3_21:33976559-33976582:-_5-1	C21orf59	157	622
EGR1_CCDS4206.1_ex1_5:137802765-137802788:-_5-4	EGR1	528	705
CCDC67_CCDS44707.1_ex5_11:93104215-93104238:+_5-4	CCDC67	105	105
FAM129A_CCDS1364.1_ex9_1:184853765-184853788:-_5-5	FAM129A	179	305
sgRPL24_2	RPL24_LS	30	342
IDUA_CCDS3343.1_ex6_4:995839-995862:-_5-4	IDUA	417	679
SAYSD1_CCDS4840.1_ex1_6:39082678-39082701:-_5-3	SAYSD1	928	861
ZNF138_CCDS34645.2_ex1_7:64275408-64275431:-_8-2	ZNF138	235	311
CORO6_CCDS11252.2_ex7_17:27946160-27946183:+_5-3	CORO6	167	703
PPFIA2_CCDS55850.1_ex6_12:81688660-81688683:-_9-2	PPFIA2	45	284
ALDOA_CCDS10668.1_ex1_16:30078795-30078818:+_5-1	ALDOA	117	340
SPHK2_CCDS12727.1_ex4_19:49131428-49131451:+_5-5	SPHK2	682	754
ANKRD23_CCDS2027.1_ex6_2:97507817-97507840:-_5-3	ANKRD23	249	355
TNFRSF11B_CCDS6326.1_ex3_8:119945320-119945343:+_5-5	TNFRSF11B	364	554
UGT2B28_CCDS3528.1_ex0_4:70146414-70146437:-_4-1	UGT2B28	166	349
SLC25A25_CCDS35151.1_ex1_9:130863376-130863399:+_5-1	SLC25A25	232	378
FCHSD1_CCDS47295.1_ex15_5:141029011-141029034:+_5-4	FCHSD1	467	538
GPR133_CCDS9272.1_ex10_12:131488803-131488826:+_5-5	GPR133	429	559
ASB6_CCDS6924.1_ex3_9:132401686-132401709:-_5-1	ASB6	422	510
TMTC2_CCDS9025.1_ex2_12:83290103-83290126:-_5-5	TMTC2	335	357
DLAT_CCDS8354.1_ex0_11:111896319-111896342:-_5-2	DLAT	4	42
KBTBD6_CCDS9376.1_ex0_13:41706385-41706408:+_5-5	KBTBD6	571	670
RASL12_CCDS10200.1_ex1_15:65350943-65350966:-_5-4	RASL12	377	415
TRIB2_CCDS1683.1_ex1_2:12863496-12863519:+_5-4	TRIB2	343	359
HMGA1_CCDS4788.1_ex1_6:34210495-34210518:-_6-3	HMGA1	112	325
sgCCT5_5	CCT5_LS	44	466
INCENP_CCDS31582.1_ex5_11:61906382-61906405:+_5-5	INCENP	185	480
DNHD1_CCDS44532.1_ex0_11:6519744-6519767:-_5-3	DNHD1	324	355
EVPL_CCDS11737.1_ex18_17:74019388-74019411:+_5-5	EVPL	757	788
BMP5_CCDS4958.1_ex6_6:55739282-55739305:+_5-3	BMP5	8	20
FAM131C_CCDS41270.1_ex3_1:16388620-16388643:+_5-4	FAM131C	417	848
WWC3_CCDS14136.1_ex7_X:10077843-10077866:+_5-4	WWC3	990	797
CELSR1_CCDS14076.1_ex34_22:46932909-46932932:-_5-5	CELSR1	271	357
ITGAM_CCDS45470.1_ex13_16:31309224-31309247:+_5-5	ITGAM	299	407
CPNE4_CCDS3072.1_ex11_3:131415393-131415416:-_5-3	CPNE4	225	295
ABCA1_CCDS6762.1_ex36_9:107593327-107593350:-_5-4	ABCA1	429	406
CLDN2_CCDS14524.1_ex0_X:106171738-106171761:-_5-2	CLDN2	109	442
LRCH3_CCDS3330.1_ex0_3:197518384-197518407:+_5-2	LRCH3	340	398
sgPHKG2_3	PHKG2_LS	184	280
CHST9_CCDS42422.1_ex3_18:24628427-24628450:-_8-5	CHST9	22	103
MEIS1_CCDS46309.1_ex2_2:66667099-66667122:-_5-4	MEIS1	806	546
ZBTB37_CCDS1312.1_ex0_1:173839993-173840016:+_5-5	ZBTB37	269	661
sgNACC2_3	NACC2_LS	345	433
ZZZ3_CCDS677.1_ex10_1:78097747-78097770:-_5-1	ZZZ3	131	329
SUCLG1_CCDS1967.2_ex5_2:84668466-84668489:+_5-2	SUCLG1	286	411
RPL32_CCDS2614.1_ex1_3:12881017-12881040:-_5-5	RPL32	89	406
MICU1_CCDS55714.1_ex4_10:74234990-74235013:-_5-3	MICU1	116	256
PRIM1_CCDS44926.1_ex4_12:57135323-57135346:-_5-1	PRIM1	83	548
RFX1_CCDS12301.1_ex19_19:14104382-14104405:+_5-5	RFX1	357	687
EIF4E_CCDS34031.1_ex2_4:99808327-99808350:+_5-3	EIF4E	57	330
KRT40_CCDS42320.1_ex6_17:39140115-39140138:+_5-3	KRT40	348	531
DTX1_CCDS9164.1_ex1_12:113515304-113515327:+_5-2	DTX1	626	762
ATXN10_CCDS14070.1_ex0_22:46068043-46068066:+_5-1	ATXN10	442	391
CRMP1_CCDS33950.1_ex10_4:5857917-5857940:+_5-2	CRMP1	420	706
sgIFIH1_3	IFIH1_LS	119	267
MAPK6_CCDS10147.1_ex2_15:52350972-52350995:+_5-4	MAPK6	317	335
NPFF_CCDS8862.1_ex0_12:53900657-53900680:-_5-1	NPFF	179	316
CPB2_CCDS9401.1_ex9_13:46661903-46661926:+_5-5	CPB2	186	342
sgPYGO1_6	PYGO1_LS	391	327
CREB3L3_CCDS12121.1_ex4_19:4164518-4164541:+_5-5	CREB3L3	849	803
CCDC12_CCDS2748.3_ex3_3:46965096-46965119:+_5-1	CCDC12	611	905
TPGS2_CCDS32817.1_ex5_18:34398869-34398892:+_5-5	TPGS2	160	355
GAA_CCDS32760.1_ex7_17:78083787-78083810:+_5-5	GAA	334	515
SSSCA1_CCDS8104.1_ex3_11:65338956-65338979:-_5-5	SSSCA1	331	609
sgPOLR2D_5	POLR2D_LS	39	221
ZNF213_CCDS10495.1_ex3_16:3188998-3189021:-_5-5	ZNF213	97	246
ESPN_CCDS70.1_ex1_1:6488299-6488322:+_5-2	ESPN	263	466
C19orf12_CCDS12418.2_ex1_19:30199156-30199179:+_5-4	C19orf12	399	675
MALSU1_CCDS5381.1_ex0_7:23339201-23339224:+_5-2	MALSU1	547	491
EP400_CCDS31929.2_ex19_12:132502837-132502860:+_5-4	EP400	83	359
POLG2_CCDS32706.1_ex7_17:62492763-62492786:+_5-3	POLG2	363	482
DGCR6_CCDS13753.1_ex1_22:18894216-18894239:+_5-5	DGCR6	775	592
IL7_CCDS6224.1_ex2_8:79650770-79650793:+_7-1	IL7	64	46
TOE1_CCDS521.1_ex5_1:45808072-45808095:-_5-4	TOE1	286	437
NPM1_CCDS43399.1_ex3_5:170818700-170818723:+_5-2	NPM1	104	408
PSD2_CCDS4216.1_ex1_5:139192912-139192935:-_5-3	PSD2	177	421
CBLN4_CCDS13448.1_ex2_20:54578990-54579013:+_5-3	CBLN4	15	225
ANAPC7_CCDS44971.1_ex8_12:110834153-110834176:-_5-3	ANAPC7	140	222
LGALS4_CCDS12521.1_ex7_19:39299508-39299531:-_5-4	LGALS4	421	670
SPTSSA_CCDS9647.2_ex0_14:34904498-34904521:-_5-3	SPTSSA	192	506
TMEM244_CCDS34536.1_ex1_6:130154683-130154706:+_5-2	TMEM244	87	226
ATP6V1G2_CCDS4698.1_ex0_6:31513307-31513330:-_7-3	ATP6V1G2	252	375
KRTAP10-8_CCDS13713.1_ex0_21:46032135-46032158:-_5-1	KRTAP10-8	476	413
TANC2_CCDS45754.1_ex8_17:61396429-61396452:+_5-5	TANC2	0	0
IRF7_CCDS7703.1_ex8_11:615147-615170:-_5-5	IRF7	633	749
USE1_CCDS46011.1_ex3_19:17327112-17327135:+_5-5	USE1	257	698
RAB11FIP3_CCDS32351.1_ex4_16:538868-538891:+_5-1	RAB11FIP3	642	553
sgRPS6KA6_3	RPS6KA6_LS	147	212
ADCK4_CCDS12562.1_ex11_19:41220010-41220033:-_5-3	ADCK4	461	463
NR2C2_CCDS2621.1_ex6_3:15065701-15065724:-_5-5	NR2C2	381	407
RASAL1_CCDS55888.1_ex12_12:113553800-113553823:+_5-2	RASAL1	181	324
RPP25_CCDS10274.1_ex0_15:75248523-75248546:-_5-1	RPP25	224	370
NCOA2_CCDS47872.1_ex15_8:71075708-71075731:-_5-1	NCOA2	216	335
sgHDGFL1_3	HDGFL1_LS	360	216
SAV1_CCDS9701.1_ex3_14:51132199-51132222:+_5-4	SAV1	232	376
KRTAP13-3_CCDS13591.1_ex0_21:31798032-31798055:+_4-3	KRTAP13-3	71	466
RIPPLY2_CCDS34493.1_ex1_6:84563464-84563487:+_5-3	RIPPLY2	459	644
TMEM104_CCDS32723.1_ex7_17:72815961-72815984:-_5-4	TMEM104	571	535
CDYL_CCDS4491.2_ex1_6:4892477-4892500:-_5-2	CDYL	325	419
