"sgRNA","gene","logFC","logCPM","LR","PValue","FDR"
"RPS12_CCDS5164.1_ex1_6:133136162-133136185:+_5-1","RPS12",-3.80620469505205,0.837189686187206,30.2423770874412,3.81286863469667e-08,2.66018140351129e-05
"LRR1_CCDS9686.1_ex0_14:50065910-50065933:-_5-2","LRR1",-3.57882210359317,1.15557393482881,30.1893122364689,3.91862973672115e-08,2.71261020665558e-05
"LCE2D_CCDS1018.1_ex0_1:152636716-152636739:+_2-2","LCE2D",-2.95482722692984,1.7879019914353,30.1531132296145,3.99245773223188e-08,2.74229232420262e-05
"SNRNP200_CCDS2020.1_ex27_2:96957159-96957182:+_5-1","SNRNP200",-4.03856381104996,0.601563204272147,30.0956289414415,4.11257132386544e-08,2.80306534401862e-05
"NRF1_CCDS5813.2_ex1_7:129311367-129311390:+_5-3","NRF1",-3.26582511670022,1.26055871703411,30.0631197207503,4.18209523481434e-08,2.82869259828977e-05
"XAB2_CCDS32892.1_ex12_19:7689309-7689332:-_5-1","XAB2",-3.69061260065275,0.749438452613426,30.008854419194,4.30077969630881e-08,2.88693095281165e-05
"CLP1_CCDS44600.1_ex0_11:57427049-57427072:+_5-1","CLP1",-3.70930067259276,0.542723666032933,29.9861972096119,4.35132680150617e-08,2.89889971860342e-05
"SF3B3_CCDS10894.1_ex3_16:70566489-70566512:-_5-1","SF3B3",-3.18936182622154,1.12159463939731,29.9482726256099,4.43727012349669e-08,2.93409519822797e-05
"TRRAP_CCDS5659.1_ex20_7:98522781-98522804:+_5-2","TRRAP",-3.07069949612814,1.17858890035688,29.8277168428284,4.72192884683439e-08,3.09911820920432e-05
"H2AFX_CCDS8410.1_ex0_11:118965911-118965934:-_5-1","H2AFX",-3.02361881393825,1.32262196743284,29.8134562138206,4.75678934216405e-08,3.09911820920432e-05
"BRF1_CCDS10001.1_ex15_14:105739054-105739077:+_13-8","BRF1",-3.14709651606379,1.53950846478105,29.7420143766402,4.93535112142018e-08,3.18634416441015e-05
"POLR2A_CCDS32548.1_ex13_17:7404924-7404947:-_5-2","POLR2A",-3.98245849708096,-0.2073358757285,29.7293116235697,4.96779648997948e-08,3.18634416441015e-05
"PRPF31_CCDS12879.1_ex5_19:54627210-54627233:+_5-3","PRPF31",-3.38909028017741,1.04599636547166,29.7173463633983,4.99855358387707e-08,3.18634416441015e-05
"EIF3I_CCDS357.1_ex4_1:32691797-32691820:+_5-1","EIF3I",-2.63122177587278,2.2584912774565,29.6465274769631,5.18454231295452e-08,3.28129682986892e-05
"PSMB6_CCDS11056.1_ex1_17:4700035-4700058:-_5-1","PSMB6",-3.38463481584137,1.14754365872684,29.6164190542475,5.26570065660161e-08,3.28583550869941e-05
"POLR2A_CCDS32548.1_ex16_17:7406544-7406567:+_5-5","POLR2A",-3.46170398485171,1.16629378697398,29.6163527089223,5.26588089108319e-08,3.28583550869941e-05
"SMG5_CCDS1137.1_ex15_1:156242109-156242132:-_5-4","SMG5",-3.29844006617156,1.44417679182018,29.5872819434966,5.34545256248694e-08,3.31216202623579e-05
"CDC123_CCDS7090.1_ex4_10:12257774-12257797:+_5-3","CDC123",-3.3586376557067,1.02362729365183,29.4879863733812,5.62643818634886e-08,3.46205681902519e-05
"HIST1H2BH_CCDS4601.1_ex0_6:26252016-26252039:+_4-2","HIST1H2BH",-4.80409580560991,0.0755638135975528,29.4355180304045,5.78084030900112e-08,3.53253197530588e-05
"PRPF8_CCDS11010.1_ex34_17:1582930-1582953:-_5-5","PRPF8",-3.78210714201292,1.8741558536868,29.3980540326058,5.89367936730196e-08,3.5768174932819e-05
"POLD1_CCDS12795.1_ex8_19:50906778-50906801:-_5-5","POLD1",-3.31449983753492,1.03508896231295,29.3580791527783,6.01651582062668e-08,3.62652653607107e-05
"PSMA5_CCDS55619.1_ex3_1:109954527-109954550:+_5-2","PSMA5",-5.86091964211423,-4.13460067455271,29.3321993997476,6.09740479403366e-08,3.65045033229829e-05
"CLP1_CCDS44600.1_ex0_11:57427290-57427313:-_5-3","CLP1",-3.55397581079287,1.29813295470765,29.2575680051155,6.33682432159431e-08,3.76832654925628e-05
"SNRPD2_CCDS33053.1_ex0_19:46190953-46190976:-_5-2","SNRPD2",-4.3206849364013,-0.724434009371614,29.1954623162235,6.54322660919082e-08,3.86512757955975e-05
"EIF4A3_CCDS11767.1_ex9_17:78115629-78115652:-_5-3","EIF4A3",-3.87456619844952,1.0361370487038,29.1729364818751,6.61974241246442e-08,3.88442977615114e-05
"EIF5_CCDS9980.1_ex3_14:103803495-103803518:-_5-3","EIF5",-3.75373477832132,0.83328464035287,29.1542207223899,6.6839975982022e-08,3.89633086306779e-05
"SOWAHC_CCDS33270.1_ex0_2:110372334-110372357:-_5-3","SOWAHC",-3.53293195834632,1.71415836721514,29.0804227147834,6.94351072604475e-08,4.02115497641779e-05
