"sgRNA","gene","plasmid","HT29_c905","HT29_c906","HT29_c907","HT29_c908","SW626_c905"
"ZNF710_CCDS10358.1_ex0_15:90611080-90611103:+_5-2","ZNF710",786,1001,982.666666666667,741,975.833333333333,820
"ZNF710_CCDS10358.1_ex0_15:90611136-90611159:+_5-3","ZNF710",866,651,759.5,504.333333333333,526.666666666667,941.333333333333
"ZNF710_CCDS10358.1_ex0_15:90611151-90611174:+_5-4","ZNF710",498,539.111111111111,674.166666666667,463.666666666667,716.333333333333,611.333333333333
"ZNF710_CCDS10358.1_ex0_15:90611208-90611231:+_5-5","ZNF710",598,613.555555555556,626,512,427.833333333333,546
"ZNF711_CCDS35344.1_ex1_X:84510275-84510298:+_5-1","ZNF711",445,461,599.166666666667,478.333333333333,467,478.333333333333
"ZNF711_CCDS35344.1_ex1_X:84510544-84510567:+_5-2","ZNF711",629,625.222222222222,681.5,536.333333333333,714.666666666667,448.333333333333
"ZNF711_CCDS35344.1_ex1_X:84510578-84510601:+_5-3","ZNF711",303,399.333333333333,443.666666666667,285,350.5,334.333333333333
"ZNF711_CCDS35344.1_ex1_X:84510634-84510657:+_5-4","ZNF711",489,634.777777777778,661.833333333333,463.333333333333,366,587.333333333333
"ZNF711_CCDS35344.1_ex2_X:84519392-84519415:+_5-5","ZNF711",89,99,122.166666666667,101,23.6666666666667,102.666666666667
"ZNF713_CCDS34639.1_ex1_7:55990916-55990939:-_5-1","ZNF713",490,668.888888888889,828,622,361.666666666667,588
"ZNF713_CCDS34639.1_ex2_7:55991316-55991339:-_5-2","ZNF713",525,591.222222222222,774.666666666667,443.333333333333,745.5,472
"ZNF713_CCDS34639.1_ex2_7:55991372-55991395:-_5-3","ZNF713",603,709.777777777778,793.166666666667,585.333333333333,568.666666666667,525.333333333333
"ZNF713_CCDS34639.1_ex3_7:56006748-56006771:+_5-4","ZNF713",597,602.777777777778,751.333333333333,557.333333333333,478.166666666667,656.666666666667
"ZNF713_CCDS34639.1_ex3_7:56006967-56006990:-_5-5","ZNF713",201,297.111111111111,316.666666666667,212.666666666667,116.5,222.666666666667
"ZNF714_CCDS54239.1_ex1_19:21281678-21281701:+_4-1","ZNF714",71,83.4444444444444,96.1666666666667,50.3333333333333,24.3333333333333,40.6666666666667
"ZNF714_CCDS54239.1_ex2_19:21299724-21299747:+_4-2","ZNF714",512,653.555555555556,772.333333333333,488,376.333333333333,415.333333333333
"ZNF714_CCDS54239.1_ex2_19:21300026-21300049:-_4-3","ZNF714",282,286.111111111111,345.5,253.666666666667,186.5,222.666666666667
"ZNF714_CCDS54239.1_ex2_19:21300270-21300293:-_4-4","ZNF714",438,524.333333333333,654.5,361.666666666667,472.5,500.333333333333
"ZNF716_CCDS55112.1_ex3_7:57528454-57528477:-_5-2","ZNF716",748,1019.44444444444,1168.33333333333,787,1158.66666666667,695.333333333333
"ZNF716_CCDS55112.1_ex3_7:57528508-57528531:+_5-3","ZNF716",427,557.555555555556,595.333333333333,379.666666666667,327,515.666666666667
"ZNF716_CCDS55112.1_ex3_7:57528604-57528627:-_5-4","ZNF716",406,375.444444444444,501.166666666667,322,357.833333333333,379.333333333333
"ZNF716_CCDS55112.1_ex3_7:57529003-57529026:-_5-5","ZNF716",226,328,396,273.333333333333,233.833333333333,259.333333333333
"ZNF720_CCDS45473.1_ex1_16:31734011-31734034:+_5-1","ZNF720",87,135,160.166666666667,131,80.8333333333333,135.666666666667
"ZNF720_CCDS45473.1_ex2_16:31734576-31734599:+_5-3","ZNF720",618,553.111111111111,594.166666666667,544.333333333333,486,432
"ZNF720_CCDS45473.1_ex2_16:31734600-31734623:-_5-4","ZNF720",432,437.666666666667,508.666666666667,381,371.5,355.333333333333
"ZNF720_CCDS45473.1_ex2_16:31734631-31734654:-_5-5","ZNF720",513,620.555555555556,815.5,590,673,581.666666666667
"ZNF721_CCDS46991.1_ex0_4:436344-436367:-_5-1","ZNF721",74,119.666666666667,116.5,114,56,94.6666666666667
"ZNF721_CCDS46991.1_ex0_4:436376-436399:-_5-2","ZNF721",150,209.333333333333,298.166666666667,145,132.166666666667,274.333333333333
"ZNF721_CCDS46991.1_ex0_4:437199-437222:-_5-3","ZNF721",338,369.444444444444,537.666666666667,343.333333333333,367.666666666667,390.333333333333
"ZNF721_CCDS46991.1_ex0_4:437671-437694:-_5-4","ZNF721",235,292.555555555556,389.666666666667,326.666666666667,250,337
"ZNF721_CCDS46991.1_ex0_4:438065-438088:-_5-5","ZNF721",512,565.777777777778,676.333333333333,516.333333333333,545,436.333333333333
"ZNF726_CCDS59372.1_ex3_19:24115319-24115342:+_5-1","ZNF726",383,432.444444444444,473.5,350.666666666667,313.833333333333,365
"ZNF726_CCDS59372.1_ex3_19:24115337-24115360:-_5-2","ZNF726",635,744.888888888889,806.833333333333,589.666666666667,695.666666666667,591.666666666667
"ZNF726_CCDS59372.1_ex3_19:24115484-24115507:-_5-3","ZNF726",110,75.5555555555556,93.6666666666667,78,30.6666666666667,40
"ZNF726_CCDS59372.1_ex3_19:24115806-24115829:-_5-4","ZNF726",353,385.333333333333,475.5,350.333333333333,373.333333333333,392.666666666667
"ZNF726_CCDS59372.1_ex3_19:24115970-24115993:-_5-5","ZNF726",471,401.777777777778,447.5,412,575.833333333333,296.666666666667
"ZNF727_CCDS55113.1_ex1_7:63529372-63529395:+_5-1","ZNF727",328,441.777777777778,462.166666666667,380.666666666667,358.833333333333,417
"ZNF727_CCDS55113.1_ex2_7:63529936-63529959:+_5-2","ZNF727",707,909,1058.83333333333,749.666666666667,882.833333333333,885.666666666667
"ZNF727_CCDS55113.1_ex2_7:63529965-63529988:+_5-3","ZNF727",472,146.888888888889,160.833333333333,121.666666666667,116.666666666667,79
"ZNF727_CCDS55113.1_ex3_7:63537777-63537800:+_5-4","ZNF727",501,444.777777777778,581.666666666667,424.333333333333,565.166666666667,525
"ZNF727_CCDS55113.1_ex3_7:63537845-63537868:-_5-5","ZNF727",321,298.777777777778,362.833333333333,223.666666666667,240.666666666667,350.333333333333
"ZNF728_CCDS59370.1_ex0_19:23158821-23158844:+_4-1","ZNF728",211,299.777777777778,343.5,224.666666666667,206.666666666667,248.666666666667
"ZNF728_CCDS59370.1_ex0_19:23159073-23159096:+_4-2","ZNF728",293,415.222222222222,481.833333333333,397.333333333333,317.833333333333,332.666666666667
"ZNF728_CCDS59370.1_ex0_19:23159472-23159495:+_4-3","ZNF728",19,24.1111111111111,30.3333333333333,24.3333333333333,5,20.6666666666667
"ZNF728_CCDS59370.1_ex1_19:23170104-23170127:-_4-4","ZNF728",549,572.555555555556,797,438.666666666667,341.5,382
"ZNF729_CCDS59368.1_ex2_19:22487563-22487586:+_5-2","ZNF729",405,197.555555555556,278.833333333333,167,168.5,132.333333333333
"ZNF729_CCDS59368.1_ex3_19:22496604-22496627:-_5-3","ZNF729",423,451.666666666667,477.666666666667,470.666666666667,521.833333333333,421.666666666667
"ZNF729_CCDS59368.1_ex3_19:22496647-22496670:-_5-4","ZNF729",762,591.777777777778,550.666666666667,474,754.666666666667,433.333333333333
"ZNF729_CCDS59368.1_ex3_19:22497970-22497993:+_5-5","ZNF729",304,495.333333333333,520.666666666667,387,413.166666666667,440.333333333333
"ZNF730_CCDS59371.1_ex2_19:23318823-23318846:+_5-2","ZNF730",468,174.777777777778,213.666666666667,132,145.166666666667,78
"ZNF730_CCDS59371.1_ex3_19:23328247-23328270:-_5-4","ZNF730",295,255.666666666667,276.166666666667,219.333333333333,232.833333333333,183.666666666667
"ZNF730_CCDS59371.1_ex3_19:23328471-23328494:-_5-5","ZNF730",296,350.333333333333,410.166666666667,231,299.5,256.666666666667
"ZNF732_CCDS46990.1_ex0_4:265908-265931:-_5-1","ZNF732",48,32.1111111111111,48,36.3333333333333,29,27
"ZNF732_CCDS46990.1_ex0_4:266152-266175:+_5-2","ZNF732",184,165.333333333333,166.666666666667,98.3333333333333,123,98.6666666666667
"ZNF732_CCDS46990.1_ex0_4:266165-266188:-_5-3","ZNF732",231,347,379.333333333333,294.666666666667,216.833333333333,284.333333333333
"ZNF732_CCDS46990.1_ex0_4:266274-266297:-_5-4","ZNF732",311,417.444444444444,509.833333333333,310.333333333333,403.666666666667,424.666666666667
"ZNF732_CCDS46990.1_ex1_4:289271-289294:-_5-5","ZNF732",358,446.777777777778,485.833333333333,377,305.166666666667,397.666666666667
"ZNF736_CCDS55114.1_ex3_7:63808463-63808486:-_5-2","ZNF736",255,260.333333333333,334.333333333333,172.666666666667,140,255.333333333333
"ZNF736_CCDS55114.1_ex3_7:63808593-63808616:+_5-3","ZNF736",341,321.444444444444,348,210.666666666667,251.5,204.333333333333
"ZNF736_CCDS55114.1_ex3_7:63808636-63808659:-_5-4","ZNF736",354,350.111111111111,474.666666666667,284.666666666667,334.5,389.333333333333
"ZNF736_CCDS55114.1_ex3_7:63808660-63808683:-_5-5","ZNF736",463,587.444444444444,578.666666666667,622.333333333333,440.666666666667,475.333333333333
"ZNF737_CCDS54238.1_ex0_19:20728192-20728215:+_5-1","ZNF737",511,495.888888888889,568,422.666666666667,440,455.666666666667
"ZNF737_CCDS54238.1_ex0_19:20728276-20728299:+_5-2","ZNF737",423,558.666666666667,575.5,451.666666666667,303,487
"ZNF737_CCDS54238.1_ex0_19:20728662-20728685:-_5-3","ZNF737",60,81.1111111111111,119.666666666667,57,45.3333333333333,147
"ZNF737_CCDS54238.1_ex1_19:20735265-20735288:+_5-4","ZNF737",554,624.444444444444,738.833333333333,563,611,524.333333333333
"ZNF737_CCDS54238.1_ex1_19:20735293-20735316:+_5-5","ZNF737",160,252.777777777778,224.166666666667,230,215.5,199.666666666667
"ZNF74_CCDS42982.1_ex2_22:20754973-20754996:+_5-1","ZNF74",420,430.888888888889,581.333333333333,408.666666666667,380,642.333333333333
"ZNF74_CCDS42982.1_ex2_22:20754987-20755010:-_5-2","ZNF74",762,852.444444444444,913.833333333333,784.666666666667,1015.5,827.333333333333
"ZNF74_CCDS42982.1_ex2_22:20755034-20755057:-_5-3","ZNF74",596,552.444444444444,690.666666666667,413.333333333333,298,685
"ZNF74_CCDS42982.1_ex3_22:20755594-20755617:+_5-4","ZNF74",526,590.222222222222,771.666666666667,578.333333333333,515.666666666667,547.666666666667
"ZNF74_CCDS42982.1_ex4_22:20759706-20759729:+_5-5","ZNF74",467,484.666666666667,589.5,454.333333333333,361.166666666667,430.333333333333
"ZNF740_CCDS44896.1_ex1_12:53578802-53578825:+_5-1","ZNF740",769,662.111111111111,836.166666666667,607.333333333333,742,449
"ZNF740_CCDS44896.1_ex2_12:53579196-53579219:-_5-2","ZNF740",712,787.222222222222,868.833333333333,675.333333333333,657.666666666667,715.333333333333
"ZNF740_CCDS44896.1_ex3_12:53579737-53579760:+_5-3","ZNF740",324,411.222222222222,456.833333333333,292.333333333333,245.5,268.333333333333
"ZNF740_CCDS44896.1_ex3_12:53579813-53579836:-_5-4","ZNF740",599,699.777777777778,872.333333333333,610,600.166666666667,640.333333333333
"ZNF740_CCDS44896.1_ex3_12:53579847-53579870:-_5-5","ZNF740",255,301.888888888889,358.833333333333,300,227.666666666667,197.333333333333
"ZNF746_CCDS55180.1_ex0_7:149172461-149172484:+_5-1","ZNF746",618,777.333333333333,904.166666666667,611.666666666667,604.666666666667,756.666666666667
"ZNF746_CCDS55180.1_ex0_7:149172493-149172516:-_5-2","ZNF746",548,551.333333333333,584.5,479.666666666667,699.5,474.666666666667
"ZNF746_CCDS55180.1_ex1_7:149174046-149174069:+_5-3","ZNF746",788,800.444444444444,844.666666666667,779.666666666667,972.666666666667,590.333333333333
"ZNF746_CCDS55180.1_ex1_7:149174083-149174106:+_5-4","ZNF746",910,951,1122.5,848,875.166666666667,782.666666666667
"ZNF746_CCDS55180.1_ex2_7:149174838-149174861:-_5-5","ZNF746",800,897,904.666666666667,691.666666666667,958,603
"ZNF747_CCDS10682.1_ex1_16:30545762-30545785:+_5-1","ZNF747",819,729.555555555556,800.333333333333,529.666666666667,554.666666666667,762.333333333333
"ZNF747_CCDS10682.1_ex1_16:30545780-30545803:-_5-2","ZNF747",709,705.888888888889,813.166666666667,551.666666666667,925.333333333333,552.666666666667
"ZNF747_CCDS10682.1_ex1_16:30545873-30545896:-_5-4","ZNF747",893,935,1227.5,867.666666666667,1178.83333333333,645.333333333333
"ZNF747_CCDS10682.1_ex1_16:30545894-30545917:-_5-5","ZNF747",671,708.666666666667,868.666666666667,704.333333333333,574.833333333333,546.333333333333
"ZNF749_CCDS33132.2_ex2_19:57954763-57954786:-_5-1","ZNF749",684,927.333333333333,978,776.666666666667,730.333333333333,959.333333333333
"ZNF749_CCDS33132.2_ex2_19:57955024-57955047:+_5-2","ZNF749",528,609.222222222222,752,563.666666666667,480.833333333333,623
"ZNF749_CCDS33132.2_ex2_19:57955050-57955073:+_5-3","ZNF749",508,491,556.333333333333,420.333333333333,437,476.333333333333
"ZNF749_CCDS33132.2_ex2_19:57955717-57955740:+_5-4","ZNF749",592,699.888888888889,736.666666666667,590.333333333333,471.333333333333,638
"ZNF749_CCDS33132.2_ex2_19:57955953-57955976:-_5-5","ZNF749",663,771.777777777778,1064.5,800.333333333333,955.166666666667,823.666666666667
"ZNF750_CCDS11819.1_ex1_17:80789246-80789269:+_5-1","ZNF750",489,432.777777777778,497.166666666667,399.333333333333,574,430
"ZNF750_CCDS11819.1_ex1_17:80789412-80789435:-_5-2","ZNF750",391,380.111111111111,429.5,306,495.666666666667,257.666666666667
"ZNF750_CCDS11819.1_ex1_17:80789495-80789518:+_5-3","ZNF750",731,660,598.833333333333,575.333333333333,650.166666666667,611.666666666667
"ZNF750_CCDS11819.1_ex1_17:80789798-80789821:-_5-4","ZNF750",690,865.222222222222,891.666666666667,723,652.666666666667,831.333333333333
"ZNF750_CCDS11819.1_ex1_17:80790072-80790095:+_5-5","ZNF750",920,764,881,621,541.333333333333,616.333333333333
"ZNF75A_CCDS10501.1_ex1_16:3366967-3366990:-_5-1","ZNF75A",660,788,862,608.333333333333,528.166666666667,832.666666666667
"ZNF75A_CCDS10501.1_ex1_16:3366985-3367008:-_5-2","ZNF75A",501,503.444444444444,601.333333333333,446,464.333333333333,393
"ZNF75A_CCDS10501.1_ex2_16:3367242-3367265:+_5-3","ZNF75A",280,324.666666666667,374.5,263.333333333333,178.166666666667,221
"ZNF75A_CCDS10501.1_ex2_16:3367259-3367282:+_5-4","ZNF75A",272,392.777777777778,507,342.666666666667,285.333333333333,294
"ZNF75A_CCDS10501.1_ex2_16:3367322-3367345:+_5-5","ZNF75A",466,591.111111111111,764.5,464.333333333333,337.833333333333,619.333333333333
"ZNF75D_CCDS14648.1_ex0_X:134421650-134421673:-_5-1","ZNF75D",537,774.888888888889,801.333333333333,686,580,651.333333333333
"ZNF75D_CCDS14648.1_ex0_X:134421705-134421728:-_5-2","ZNF75D",148,254.444444444444,321.833333333333,173.666666666667,154.5,218.666666666667
"ZNF75D_CCDS14648.1_ex4_X:134427708-134427731:-_5-3","ZNF75D",309,338.666666666667,457.833333333333,303.333333333333,307,394.333333333333
"ZNF75D_CCDS14648.1_ex4_X:134427862-134427885:+_5-4","ZNF75D",472,467,572.333333333333,320.333333333333,266.833333333333,397.333333333333
"ZNF75D_CCDS14648.1_ex4_X:134427881-134427904:-_5-5","ZNF75D",329,290.666666666667,414.166666666667,296,340.833333333333,345.333333333333
"ZNF76_CCDS4801.1_ex1_6:35253949-35253972:-_5-1","ZNF76",736,738.888888888889,909.666666666667,660,456.333333333333,599
"ZNF76_CCDS4801.1_ex3_6:35255438-35255461:+_5-2","ZNF76",447,544.555555555556,712.5,497,821.333333333333,517.666666666667
"ZNF76_CCDS4801.1_ex4_6:35258056-35258079:-_5-3","ZNF76",347,366.333333333333,391.5,321,257.333333333333,334.666666666667
"ZNF76_CCDS4801.1_ex4_6:35258142-35258165:+_5-4","ZNF76",368,384.333333333333,443.666666666667,315,378.166666666667,315.666666666667
"ZNF76_CCDS4801.1_ex7_6:35259380-35259403:+_5-5","ZNF76",547,740.666666666667,693,666,827,489.333333333333
"ZNF763_CCDS45982.1_ex3_19:12088922-12088945:+_5-1","ZNF763",264,283,256.666666666667,225.333333333333,155.833333333333,188.666666666667
"ZNF763_CCDS45982.1_ex3_19:12089051-12089074:+_5-2","ZNF763",149,177.444444444444,256.333333333333,115.333333333333,115.333333333333,222.333333333333
"ZNF763_CCDS45982.1_ex3_19:12089128-12089151:+_5-3","ZNF763",425,402.333333333333,441.333333333333,299,477.166666666667,284.333333333333
"ZNF763_CCDS45982.1_ex3_19:12089304-12089327:+_5-4","ZNF763",527,390,481.833333333333,398.333333333333,473.333333333333,376.333333333333
"ZNF763_CCDS45982.1_ex3_19:12089541-12089564:-_5-5","ZNF763",175,197.888888888889,178.833333333333,141.666666666667,117.333333333333,244.666666666667
"ZNF764_CCDS10683.1_ex0_16:30567268-30567291:-_5-1","ZNF764",859,983.555555555556,961.666666666667,904,1489.66666666667,1073.66666666667
"ZNF764_CCDS10683.1_ex0_16:30567286-30567309:+_5-2","ZNF764",518,680.111111111111,803.166666666667,515.333333333333,661.5,551
"ZNF764_CCDS10683.1_ex1_16:30569052-30569075:-_5-3","ZNF764",598,735.333333333333,860.833333333333,724.666666666667,682.666666666667,579.333333333333
"ZNF764_CCDS10683.1_ex1_16:30569106-30569129:-_5-4","ZNF764",695,732,885.833333333333,573.333333333333,755.666666666667,663.666666666667
"ZNF764_CCDS10683.1_ex1_16:30569150-30569173:+_5-5","ZNF764",499,516.444444444444,533.666666666667,406,690.333333333333,262.333333333333
"ZNF765_CCDS46171.1_ex2_19:53910976-53910999:+_5-1","ZNF765",679,536.444444444444,586,363.333333333333,566,565.333333333333
"ZNF765_CCDS46171.1_ex2_19:53911000-53911023:+_5-2","ZNF765",385,417.111111111111,441.833333333333,282.333333333333,251,432
"ZNF765_CCDS46171.1_ex2_19:53911311-53911334:-_5-3","ZNF765",440,420.666666666667,346.5,368.333333333333,540.5,338.666666666667
"ZNF765_CCDS46171.1_ex2_19:53911363-53911386:+_5-4","ZNF765",145,192.222222222222,291,247,107.666666666667,204.666666666667
"ZNF766_CCDS46163.1_ex2_19:52786591-52786614:-_5-1","ZNF766",450,476.222222222222,575.833333333333,412.666666666667,258.666666666667,499.333333333333
"ZNF766_CCDS46163.1_ex3_19:52793326-52793349:+_5-2","ZNF766",561,572,651.333333333333,610.666666666667,682,486.666666666667
"ZNF766_CCDS46163.1_ex3_19:52793381-52793404:-_5-3","ZNF766",485,523.444444444444,707.5,457.666666666667,580.333333333333,531
"ZNF766_CCDS46163.1_ex3_19:52793598-52793621:+_5-4","ZNF766",366,275.444444444444,404.5,219,278.833333333333,425.333333333333
"ZNF766_CCDS46163.1_ex3_19:52793814-52793837:-_5-5","ZNF766",744,811.777777777778,866.5,658.333333333333,876.5,708
"ZNF768_CCDS10681.2_ex0_16:30536666-30536689:+_5-1","ZNF768",810,946.222222222222,1065,903.666666666667,924.5,810.666666666667
"ZNF768_CCDS10681.2_ex0_16:30536772-30536795:+_5-2","ZNF768",791,677.111111111111,920.166666666667,621.333333333333,740.333333333333,625.333333333333
"ZNF768_CCDS10681.2_ex0_16:30536806-30536829:+_5-3","ZNF768",615,702.333333333333,828.166666666667,593,691,669.333333333333
"ZNF768_CCDS10681.2_ex0_16:30537058-30537081:-_5-4","ZNF768",578,656.888888888889,795.166666666667,576.333333333333,633.833333333333,549
"ZNF768_CCDS10681.2_ex0_16:30537189-30537212:+_5-5","ZNF768",497,499.222222222222,551.5,381.666666666667,336.833333333333,372.666666666667
"ZNF77_CCDS12099.1_ex0_19:2934344-2934367:+_5-1","ZNF77",685,567,768.833333333333,633,889.666666666667,496
"ZNF77_CCDS12099.1_ex0_19:2934385-2934408:+_5-2","ZNF77",378,543.444444444444,614.166666666667,503.666666666667,535.5,423.666666666667
"ZNF77_CCDS12099.1_ex0_19:2934567-2934590:+_5-3","ZNF77",530,455,538.333333333333,473.333333333333,419.166666666667,420
"ZNF77_CCDS12099.1_ex0_19:2934653-2934676:+_5-4","ZNF77",716,878.555555555556,1114.5,694.333333333333,655.333333333333,656.333333333333
"ZNF77_CCDS12099.1_ex0_19:2934730-2934753:+_5-5","ZNF77",591,557,647.166666666667,502.666666666667,580.833333333333,371
"ZNF770_CCDS10042.1_ex0_15:35274591-35274614:+_5-1","ZNF770",418,466.888888888889,568.5,360.333333333333,679.5,398.666666666667
"ZNF770_CCDS10042.1_ex0_15:35274766-35274789:+_5-2","ZNF770",396,438.777777777778,556.5,385.666666666667,335.333333333333,441.666666666667
"ZNF770_CCDS10042.1_ex0_15:35274840-35274863:+_5-3","ZNF770",285,371.888888888889,479.833333333333,326,261.166666666667,313.666666666667
"ZNF770_CCDS10042.1_ex0_15:35274908-35274931:-_5-4","ZNF770",145,187.777777777778,168.666666666667,134.666666666667,126.166666666667,106.333333333333
"ZNF770_CCDS10042.1_ex0_15:35275186-35275209:+_5-5","ZNF770",563,731.555555555556,867.166666666667,495.666666666667,578.5,641
"ZNF771_CCDS45460.1_ex0_16:30419497-30419520:-_5-1","ZNF771",541,522.222222222222,510.333333333333,517.666666666667,791.833333333333,483.666666666667
"ZNF771_CCDS45460.1_ex1_16:30428903-30428926:-_5-2","ZNF771",380,225.444444444444,254.166666666667,131,157.333333333333,210.333333333333
"ZNF771_CCDS45460.1_ex1_16:30429005-30429028:+_5-3","ZNF771",906,925.333333333333,1168.33333333333,736,724.333333333333,936
"ZNF771_CCDS45460.1_ex1_16:30429040-30429063:+_5-4","ZNF771",680,935.888888888889,1067,722,1012.5,754.333333333333
"ZNF771_CCDS45460.1_ex1_16:30429169-30429192:-_5-5","ZNF771",478,390.777777777778,374.333333333333,286,268.333333333333,375
"ZNF772_CCDS33133.1_ex0_19:57985184-57985207:+_5-1","ZNF772",708,682.222222222222,787,618,491.5,622
"ZNF772_CCDS33133.1_ex0_19:57985435-57985458:-_5-2","ZNF772",437,539.888888888889,621.5,521.333333333333,338.833333333333,431
"ZNF772_CCDS33133.1_ex0_19:57985456-57985479:-_5-3","ZNF772",603,750.111111111111,844.5,664.666666666667,689,634.333333333333
"ZNF772_CCDS33133.1_ex0_19:57985608-57985631:-_5-4","ZNF772",484,524.666666666667,554.166666666667,396,516.833333333333,528.666666666667
"ZNF772_CCDS33133.1_ex0_19:57985704-57985727:-_5-5","ZNF772",435,431.222222222222,459.333333333333,412.333333333333,444.833333333333,386.666666666667
"ZNF773_CCDS33134.1_ex2_19:58016756-58016779:-_5-1","ZNF773",301,416.222222222222,498,402.666666666667,430.5,279
"ZNF773_CCDS33134.1_ex3_19:58017785-58017808:-_5-2","ZNF773",389,379.111111111111,525,312.333333333333,408,289.666666666667
"ZNF773_CCDS33134.1_ex3_19:58017882-58017905:-_5-3","ZNF773",378,494.555555555556,659.833333333333,397.666666666667,359,421.333333333333
"ZNF773_CCDS33134.1_ex3_19:58017935-58017958:-_5-4","ZNF773",716,864.555555555556,1021.66666666667,558.666666666667,750,687.333333333333
"ZNF773_CCDS33134.1_ex3_19:58017951-58017974:+_5-5","ZNF773",566,630.555555555556,672.833333333333,519,765,598.333333333333
"ZNF774_CCDS32330.1_ex1_15:90902128-90902151:-_5-1","ZNF774",618,637.888888888889,779.666666666667,541.333333333333,561.166666666667,591
"ZNF774_CCDS32330.1_ex1_15:90902167-90902190:+_5-2","ZNF774",418,485.333333333333,509.666666666667,477.333333333333,616.5,397
"ZNF774_CCDS32330.1_ex2_15:90903284-90903307:+_5-3","ZNF774",422,449.333333333333,538.5,402.666666666667,366.833333333333,466
"ZNF774_CCDS32330.1_ex2_15:90903470-90903493:+_5-4","ZNF774",261,316.222222222222,312.666666666667,224.666666666667,181.5,271.333333333333
"ZNF774_CCDS32330.1_ex2_15:90903513-90903536:-_5-5","ZNF774",614,659.888888888889,990.333333333333,541.333333333333,845.166666666667,610
"ZNF775_CCDS43678.1_ex1_7:150093719-150093742:+_5-1","ZNF775",736,553.555555555556,672.833333333333,510.333333333333,825,462.333333333333
"ZNF775_CCDS43678.1_ex1_7:150093873-150093896:-_5-2","ZNF775",497,405.555555555556,585.833333333333,380,384,396
"ZNF775_CCDS43678.1_ex1_7:150093968-150093991:+_5-3","ZNF775",939,1193,1208.66666666667,770,1260.16666666667,871.666666666667
"ZNF775_CCDS43678.1_ex1_7:150094156-150094179:+_5-4","ZNF775",558,598.555555555556,715.166666666667,598,790.5,537
"ZNF775_CCDS43678.1_ex1_7:150094243-150094266:+_5-5","ZNF775",703,851.444444444444,1031.16666666667,626.333333333333,694.5,765.333333333333
"ZNF776_CCDS12962.2_ex2_19:58264695-58264718:+_5-1","ZNF776",288,375.555555555556,366.833333333333,341.666666666667,275.166666666667,453.666666666667
"ZNF776_CCDS12962.2_ex2_19:58264791-58264814:+_5-2","ZNF776",293,372,382.333333333333,317,238,312.333333333333
"ZNF776_CCDS12962.2_ex2_19:58264918-58264941:+_5-3","ZNF776",465,569.333333333333,620.166666666667,463.333333333333,519.833333333333,416
"ZNF776_CCDS12962.2_ex2_19:58264984-58265007:+_5-4","ZNF776",267,445.666666666667,468,332.666666666667,177.5,384
"ZNF776_CCDS12962.2_ex2_19:58265143-58265166:-_5-5","ZNF776",318,378.777777777778,466.833333333333,350,255.5,360
"ZNF777_CCDS43675.1_ex1_7:149133887-149133910:-_5-1","ZNF777",427,470.888888888889,645.5,405.666666666667,329.666666666667,392.666666666667
"ZNF777_CCDS43675.1_ex1_7:149133906-149133929:-_5-2","ZNF777",865,723.333333333333,732.833333333333,622.333333333333,1153.83333333333,624
"ZNF777_CCDS43675.1_ex2_7:149148088-149148111:-_5-3","ZNF777",1089,826.222222222222,1017.5,888.333333333333,874,850
"ZNF777_CCDS43675.1_ex2_7:149148155-149148178:-_5-4","ZNF777",681,696.444444444444,801.5,487.333333333333,803,623.333333333333
"ZNF777_CCDS43675.1_ex4_7:149152556-149152579:+_5-5","ZNF777",847,838.444444444444,1187.5,684.666666666667,752.166666666667,874.666666666667
"ZNF778_CCDS45550.1_ex4_16:89293419-89293442:+_5-1","ZNF778",450,437.444444444444,472.166666666667,347,378.833333333333,362
"ZNF778_CCDS45550.1_ex4_16:89293507-89293530:+_5-2","ZNF778",457,493,527.666666666667,402.333333333333,470.333333333333,535.666666666667
"ZNF778_CCDS45550.1_ex4_16:89293580-89293603:-_5-3","ZNF778",846,777.444444444444,905.833333333333,831.333333333333,1007.16666666667,795.333333333333
"ZNF778_CCDS45550.1_ex4_16:89293660-89293683:-_5-4","ZNF778",545,572.777777777778,783.166666666667,464.333333333333,651.333333333333,566.333333333333
"ZNF778_CCDS45550.1_ex4_16:89293755-89293778:+_5-5","ZNF778",558,615.888888888889,638.666666666667,551,525.666666666667,463.666666666667
"ZNF780A_CCDS33026.2_ex0_19:40581881-40581904:+_8-1","ZNF780A",411,320.222222222222,425.166666666667,262,386.333333333333,360.666666666667
"ZNF780A_CCDS33026.2_ex0_19:40581953-40581976:-_8-2","ZNF780A",484,607.111111111111,652.666666666667,468.333333333333,501.666666666667,527.666666666667
"ZNF780A_CCDS33026.2_ex0_19:40582041-40582064:-_8-3","ZNF780A",134,206.666666666667,233.333333333333,139,46.8333333333333,214.333333333333
"ZNF780A_CCDS33026.2_ex1_19:40587724-40587747:-_8-4","ZNF780A",503,399.777777777778,421.833333333333,349.333333333333,457.833333333333,369.333333333333
"ZNF780A_CCDS33026.2_ex1_19:40587745-40587768:+_8-5","ZNF780A",335,397.777777777778,507.833333333333,335,353.666666666667,278.333333333333
"ZNF780A_CCDS33026.2_ex1_19:40587762-40587785:-_8-6","ZNF780A",463,66.2222222222222,42.5,36,55.3333333333333,84.3333333333333
"ZNF780A_CCDS33026.2_ex1_19:40587781-40587804:+_8-7","ZNF780A",52,52.4444444444444,72.3333333333333,63,58,41.6666666666667
