"sgRNA","gene","plasmid","HT29_c905","HT29_c906","HT29_c907","HT29_c908","SW626_c905"
"DNAJB8_CCDS3048.1_ex0_3:128181810-128181833:+_5-4","DNAJB8",513,477.777777777778,491.5,460.666666666667,400.666666666667,358
"DNAJB8_CCDS3048.1_ex0_3:128181878-128181901:+_5-5","DNAJB8",440,444.555555555556,620.833333333333,447.666666666667,700.333333333333,500
"DNAJB9_CCDS5752.1_ex0_7:108212256-108212279:+_5-1","DNAJB9",347,382.777777777778,396.833333333333,277.666666666667,286.333333333333,358
"DNAJB9_CCDS5752.1_ex0_7:108212295-108212318:+_5-2","DNAJB9",176,195.666666666667,270.666666666667,203,157.166666666667,139.333333333333
"DNAJB9_CCDS5752.1_ex1_7:108213371-108213394:+_5-3","DNAJB9",90,96.4444444444444,107.333333333333,72,63,86.3333333333333
"DNAJB9_CCDS5752.1_ex1_7:108213398-108213421:+_5-4","DNAJB9",192,333.444444444444,296.166666666667,160.333333333333,169,287.666666666667
"DNAJB9_CCDS5752.1_ex1_7:108213538-108213561:+_5-5","DNAJB9",604,704.666666666667,775.5,546,496.333333333333,554
"DNAJC1_CCDS7136.1_ex10_10:22218051-22218074:+_5-4","DNAJC1",604,727.222222222222,760.666666666667,614.666666666667,706.833333333333,571.333333333333
"DNAJC1_CCDS7136.1_ex11_10:22292179-22292202:-_5-5","DNAJC1",498,615.666666666667,738.666666666667,479,341.333333333333,538
"DNAJC1_CCDS7136.1_ex8_10:22209737-22209760:-_5-1","DNAJC1",422,520,603.333333333333,440.333333333333,372.666666666667,468.666666666667
"DNAJC1_CCDS7136.1_ex8_10:22209826-22209849:+_5-2","DNAJC1",422,476.777777777778,563.333333333333,340.666666666667,457.666666666667,384.666666666667
"DNAJC1_CCDS7136.1_ex8_10:22209855-22209878:-_5-3","DNAJC1",321,415,484,350,335.5,328.333333333333
"DNAJC10_CCDS33345.1_ex0_2:183582999-183583022:+_5-1","DNAJC10",328,429.444444444444,491,351.333333333333,249.5,347.333333333333
"DNAJC10_CCDS33345.1_ex1_2:183584858-183584881:-_5-2","DNAJC10",177,209.333333333333,232.833333333333,161,155.333333333333,135.666666666667
"DNAJC10_CCDS33345.1_ex10_2:183605970-183605993:+_5-5","DNAJC10",503,483,573,393,348.5,453.333333333333
"DNAJC10_CCDS33345.1_ex4_2:183593610-183593633:+_5-3","DNAJC10",226,187,220.333333333333,172.333333333333,142,140
"DNAJC10_CCDS33345.1_ex9_2:183605093-183605116:+_5-4","DNAJC10",306,355.777777777778,364.833333333333,276.333333333333,267.833333333333,220.666666666667
"DNAJC11_CCDS87.1_ex10_1:6712898-6712921:-_5-1","DNAJC11",473,260.777777777778,230.833333333333,184.333333333333,166.5,235
"DNAJC11_CCDS87.1_ex11_1:6714051-6714074:+_5-2","DNAJC11",490,110.444444444444,169.5,99.6666666666667,116.333333333333,299.333333333333
"DNAJC11_CCDS87.1_ex11_1:6714082-6714105:+_5-3","DNAJC11",438,98.4444444444444,99,56.3333333333333,141.5,210
"DNAJC11_CCDS87.1_ex12_1:6727767-6727790:-_5-4","DNAJC11",384,230.777777777778,217.5,163.333333333333,245.666666666667,297.333333333333
"DNAJC11_CCDS87.1_ex12_1:6727830-6727853:-_5-5","DNAJC11",499,379.222222222222,323.833333333333,277,323.166666666667,297.666666666667
"DNAJC12_CCDS7271.1_ex1_10:69565533-69565556:-_8-1","DNAJC12",171,135.888888888889,165.666666666667,122.333333333333,98.1666666666667,150
"DNAJC12_CCDS7271.1_ex2_10:69571276-69571299:-_8-2","DNAJC12",129,145.666666666667,147.833333333333,129.666666666667,136,150
"DNAJC12_CCDS7271.1_ex2_10:69571313-69571336:+_8-3","DNAJC12",521,581.666666666667,697.666666666667,544.333333333333,683.833333333333,373.333333333333
"DNAJC12_CCDS7271.1_ex2_10:69571337-69571360:+_8-4","DNAJC12",639,755.222222222222,797.666666666667,567.333333333333,659,432.666666666667
"DNAJC12_CCDS7271.1_ex2_10:69571402-69571425:+_8-5","DNAJC12",320,375.444444444444,432.833333333333,290.333333333333,190.666666666667,238.333333333333
"DNAJC12_CCDS7271.1_ex3_10:69583070-69583093:-_8-6","DNAJC12",383,417.333333333333,436.5,351.333333333333,227.166666666667,340
"DNAJC12_CCDS7271.1_ex3_10:69583110-69583133:-_8-7","DNAJC12",299,345.888888888889,339,247.333333333333,122.666666666667,265.333333333333
"DNAJC12_CCDS7271.1_ex3_10:69583134-69583157:-_8-8","DNAJC12",196,166.222222222222,257,195,142.666666666667,279.333333333333
"DNAJC13_CCDS33857.1_ex11_3:132176115-132176138:+_5-4","DNAJC13",642,851.777777777778,977.333333333333,660.333333333333,647.333333333333,610
"DNAJC13_CCDS33857.1_ex2_3:132166221-132166244:+_5-1","DNAJC13",168,192.222222222222,251.666666666667,156.666666666667,246.5,194
"DNAJC13_CCDS33857.1_ex28_3:132207219-132207242:+_5-5","DNAJC13",371,438.888888888889,450.833333333333,441.333333333333,427.5,310.333333333333
"DNAJC13_CCDS33857.1_ex8_3:132175153-132175176:+_5-2","DNAJC13",423,475.333333333333,427.5,398,469.166666666667,270.666666666667
"DNAJC13_CCDS33857.1_ex8_3:132175219-132175242:-_5-3","DNAJC13",473,449,630,503,589.5,419.666666666667
"DNAJC14_CCDS8894.1_ex5_12:56221699-56221722:-_5-1","DNAJC14",393,458,533,361.333333333333,374.5,400
"DNAJC14_CCDS8894.1_ex5_12:56221776-56221799:+_5-2","DNAJC14",676,765.555555555556,819.333333333333,625.666666666667,912.5,746
"DNAJC14_CCDS8894.1_ex5_12:56221802-56221825:-_5-3","DNAJC14",597,687.888888888889,698,518.666666666667,883.666666666667,420.666666666667
"DNAJC14_CCDS8894.1_ex5_12:56221829-56221852:-_5-4","DNAJC14",666,643.444444444444,611,478,567.166666666667,580.333333333333
"DNAJC14_CCDS8894.1_ex5_12:56222216-56222239:+_5-5","DNAJC14",529,615,697.5,451,403,461.333333333333
"DNAJC15_CCDS9388.1_ex0_13:43597848-43597871:+_5-1","DNAJC15",651,731.666666666667,816.666666666667,639.666666666667,973.833333333333,713.666666666667
"DNAJC15_CCDS9388.1_ex1_13:43639826-43639849:+_5-2","DNAJC15",493,554.111111111111,563.5,378.666666666667,354.166666666667,551.666666666667
"DNAJC15_CCDS9388.1_ex2_13:43643065-43643088:+_5-3","DNAJC15",544,383.222222222222,451.5,349.666666666667,444.5,400.666666666667
"DNAJC15_CCDS9388.1_ex2_13:43643091-43643114:-_5-4","DNAJC15",198,222.555555555556,292.5,172.333333333333,180.666666666667,287.666666666667
"DNAJC15_CCDS9388.1_ex4_13:43659904-43659927:-_5-5","DNAJC15",562,610.333333333333,660.5,440.333333333333,620.5,567.666666666667
"DNAJC16_CCDS30606.1_ex2_1:15862999-15863022:+_5-1","DNAJC16",386,349.222222222222,424,302.333333333333,260.833333333333,334.666666666667
"DNAJC16_CCDS30606.1_ex2_1:15863118-15863141:-_5-2","DNAJC16",166,182.333333333333,269,151.333333333333,101.666666666667,173.333333333333
"DNAJC16_CCDS30606.1_ex5_1:15874909-15874932:-_5-3","DNAJC16",292,335.777777777778,419.833333333333,285.333333333333,332.333333333333,284.666666666667
"DNAJC16_CCDS30606.1_ex6_1:15886093-15886116:-_5-4","DNAJC16",367,401.666666666667,597.166666666667,361.666666666667,374.166666666667,357.666666666667
"DNAJC16_CCDS30606.1_ex6_1:15886126-15886149:+_5-5","DNAJC16",496,514.666666666667,574.5,476.333333333333,545,488
"DNAJC17_CCDS10065.1_ex3_15:41067227-41067250:-_5-1","DNAJC17",415,622.888888888889,648.5,436,404.333333333333,533
"DNAJC17_CCDS10065.1_ex5_15:41068414-41068437:-_5-2","DNAJC17",681,600.777777777778,633.333333333333,507,558.833333333333,501
"DNAJC17_CCDS10065.1_ex5_15:41068468-41068491:-_5-3","DNAJC17",356,38.8888888888889,54.8333333333333,34.6666666666667,39.8333333333333,63.6666666666667
"DNAJC17_CCDS10065.1_ex6_15:41068819-41068842:-_5-4","DNAJC17",612,193,203,103,244.666666666667,87
"DNAJC17_CCDS10065.1_ex9_15:41072124-41072147:-_5-5","DNAJC17",429,62.4444444444444,89.5,46.3333333333333,33.5,55.3333333333333
"DNAJC18_CCDS4214.1_ex3_5:138760732-138760755:-_5-1","DNAJC18",577,488.777777777778,592.666666666667,422.666666666667,604.333333333333,456
"DNAJC18_CCDS4214.1_ex3_5:138760747-138760770:-_5-2","DNAJC18",530,345.111111111111,412.333333333333,312,228,257
"DNAJC18_CCDS4214.1_ex4_5:138761936-138761959:+_5-3","DNAJC18",444,495.888888888889,504.5,373,360.833333333333,291
"DNAJC18_CCDS4214.1_ex6_5:138773059-138773082:-_5-4","DNAJC18",592,723,857,657,653.833333333333,569.333333333333
"DNAJC18_CCDS4214.1_ex6_5:138773074-138773097:+_5-5","DNAJC18",380,375.222222222222,513,346.666666666667,425.5,414.666666666667
"DNAJC19_CCDS33895.1_ex1_3:180703753-180703776:+_6-1","DNAJC19",70,116.333333333333,103.166666666667,66.3333333333333,52.3333333333333,71
"DNAJC19_CCDS33895.1_ex1_3:180703766-180703789:-_6-2","DNAJC19",287,380.777777777778,509,340,333.333333333333,337.333333333333
"DNAJC19_CCDS33895.1_ex2_3:180704729-180704752:-_6-3","DNAJC19",82,71,72.3333333333333,42.6666666666667,32.6666666666667,67
"DNAJC19_CCDS33895.1_ex2_3:180704781-180704804:-_6-5","DNAJC19",210,135.666666666667,202.5,96.6666666666667,98.8333333333333,118
"DNAJC19_CCDS33895.1_ex3_3:180705843-180705866:+_6-6","DNAJC19",332,328.777777777778,390.833333333333,253.333333333333,361.333333333333,249.333333333333
"DNAJC2_CCDS43628.1_ex13_7:102968134-102968157:-_5-2","DNAJC2",129,149.777777777778,134.333333333333,113.666666666667,69,171.666666666667
"DNAJC2_CCDS43628.1_ex14_7:102978203-102978226:+_5-3","DNAJC2",274,255.888888888889,350.5,150.333333333333,361.5,259.666666666667
"DNAJC2_CCDS43628.1_ex15_7:102982209-102982232:-_5-4","DNAJC2",394,441.777777777778,460.5,328,376.833333333333,381.333333333333
"DNAJC2_CCDS43628.1_ex15_7:102982281-102982304:-_5-5","DNAJC2",99,100,224,129.333333333333,56.3333333333333,109
"DNAJC2_CCDS43628.1_ex9_7:102963228-102963251:-_5-1","DNAJC2",263,237.888888888889,282.333333333333,177.666666666667,118.333333333333,288.666666666667
"DNAJC21_CCDS34144.1_ex2_5:34935827-34935850:+_5-1","DNAJC21",372,393,410,326.333333333333,295.333333333333,361.666666666667
"DNAJC21_CCDS34144.1_ex4_5:34937471-34937494:+_5-2","DNAJC21",278,448.444444444444,510.666666666667,312.333333333333,179.833333333333,444.333333333333
"DNAJC21_CCDS34144.1_ex4_5:34937507-34937530:+_5-3","DNAJC21",540,762.555555555556,760.666666666667,634,749.666666666667,587.333333333333
"DNAJC21_CCDS34144.1_ex4_5:34937588-34937611:+_5-4","DNAJC21",547,386.888888888889,556,332,483.666666666667,381.666666666667
"DNAJC21_CCDS34144.1_ex5_5:34938980-34939003:+_5-5","DNAJC21",463,462.555555555556,595,455.333333333333,389.833333333333,393.333333333333
"DNAJC22_CCDS8785.1_ex0_12:49742877-49742900:-_5-1","DNAJC22",508,464.333333333333,575.666666666667,420.333333333333,481,305.666666666667
"DNAJC22_CCDS8785.1_ex0_12:49742902-49742925:-_5-2","DNAJC22",306,305.333333333333,465.166666666667,302.333333333333,363.666666666667,267
"DNAJC22_CCDS8785.1_ex0_12:49742969-49742992:+_5-3","DNAJC22",337,375.777777777778,294,283,301.666666666667,284.333333333333
"DNAJC22_CCDS8785.1_ex0_12:49743104-49743127:+_5-4","DNAJC22",550,593.666666666667,645.166666666667,386.666666666667,437.666666666667,313.333333333333
"DNAJC22_CCDS8785.1_ex0_12:49743127-49743150:+_5-5","DNAJC22",507,530.777777777778,613,570.333333333333,677.833333333333,406
"DNAJC24_CCDS7873.2_ex1_11:31436372-31436395:+_5-1","DNAJC24",404,354.777777777778,497.166666666667,293,268.833333333333,373.333333333333
"DNAJC24_CCDS7873.2_ex1_11:31436421-31436444:+_5-2","DNAJC24",392,555,594,476.333333333333,384,513.333333333333
"DNAJC24_CCDS7873.2_ex1_11:31436469-31436492:+_5-3","DNAJC24",435,404.777777777778,427.833333333333,274.666666666667,289,478.666666666667
"DNAJC24_CCDS7873.2_ex1_11:31436482-31436505:-_5-4","DNAJC24",703,677.777777777778,826.333333333333,525,782,525.333333333333
"DNAJC24_CCDS7873.2_ex2_11:31447856-31447879:-_5-5","DNAJC24",210,141.777777777778,203.333333333333,109,93.3333333333333,177.666666666667
"DNAJC25_CCDS43862.1_ex0_9:114393857-114393880:-_5-1","DNAJC25",884,1000.11111111111,1022.66666666667,819.666666666667,1337,770
"DNAJC25_CCDS43862.1_ex0_9:114394001-114394024:+_5-2","DNAJC25",415,470,689.333333333333,504,732.166666666667,394.666666666667
"DNAJC25_CCDS43862.1_ex1_9:114409454-114409477:+_5-3","DNAJC25",617,521.666666666667,628.5,405.666666666667,428.166666666667,351.333333333333
"DNAJC25_CCDS43862.1_ex2_9:114411740-114411763:+_5-4","DNAJC25",145,178.444444444444,149.666666666667,122.333333333333,100.833333333333,161.666666666667
"DNAJC25_CCDS43862.1_ex2_9:114411778-114411801:-_5-5","DNAJC25",826,964.888888888889,1209,928.666666666667,1156.66666666667,749.333333333333
"DNAJC27_CCDS1716.1_ex1_2:25174387-25174410:+_5-1","DNAJC27",54,70.4444444444444,98.5,35.3333333333333,25.1666666666667,66.3333333333333
"DNAJC27_CCDS1716.1_ex3_2:25180710-25180733:-_5-2","DNAJC27",437,532.888888888889,788,498.666666666667,529,572.333333333333
"DNAJC27_CCDS1716.1_ex3_2:25180753-25180776:-_5-3","DNAJC27",552,604.222222222222,698.666666666667,457.666666666667,732.833333333333,550
"DNAJC27_CCDS1716.1_ex3_2:25180800-25180823:-_5-4","DNAJC27",319,386.777777777778,392.5,250,312.5,238
"DNAJC27_CCDS1716.1_ex5_2:25190088-25190111:-_5-5","DNAJC27",222,398.333333333333,502.166666666667,298.333333333333,257.666666666667,403
"DNAJC28_CCDS13626.1_ex0_21:34860948-34860971:-_5-1","DNAJC28",166,144.888888888889,180.333333333333,167.333333333333,139.166666666667,249
"DNAJC28_CCDS13626.1_ex0_21:34861035-34861058:-_5-2","DNAJC28",319,348.444444444444,391.333333333333,248,216.833333333333,310
"DNAJC28_CCDS13626.1_ex0_21:34861063-34861086:-_5-3","DNAJC28",239,286,439,279.333333333333,215.333333333333,299.333333333333
"DNAJC28_CCDS13626.1_ex0_21:34861198-34861221:-_5-4","DNAJC28",667,1042.55555555556,1176.5,938.333333333333,1131.5,953.666666666667
"DNAJC28_CCDS13626.1_ex0_21:34861367-34861390:+_5-5","DNAJC28",162,162.111111111111,230.166666666667,133.333333333333,114.5,140
"DNAJC3_CCDS9479.1_ex2_13:96375510-96375533:+_5-1","DNAJC3",177,153.111111111111,149.333333333333,136.666666666667,94.3333333333333,107.666666666667
"DNAJC3_CCDS9479.1_ex4_13:96409984-96410007:+_5-2","DNAJC3",401,474.222222222222,588.166666666667,442.333333333333,470,510.666666666667
"DNAJC3_CCDS9479.1_ex5_13:96412431-96412454:+_5-3","DNAJC3",492,560.888888888889,684,588.666666666667,644.333333333333,490.333333333333
"DNAJC3_CCDS9479.1_ex5_13:96412468-96412491:-_5-4","DNAJC3",424,532,580,383.333333333333,380.166666666667,465
"DNAJC3_CCDS9479.1_ex6_13:96412941-96412964:+_5-5","DNAJC3",249,264.333333333333,353.5,301.333333333333,219.5,304
"DNAJC30_CCDS5556.1_ex0_7:73097398-73097421:-_5-1","DNAJC30",753,859.111111111111,901.166666666667,707.666666666667,1031.66666666667,746.666666666667
"DNAJC30_CCDS5556.1_ex0_7:73097416-73097439:+_5-2","DNAJC30",497,406.666666666667,466.5,317.333333333333,309.666666666667,342
"DNAJC30_CCDS5556.1_ex0_7:73097499-73097522:+_5-3","DNAJC30",653,592.888888888889,620.666666666667,461.333333333333,407.833333333333,527.333333333333
"DNAJC30_CCDS5556.1_ex0_7:73097608-73097631:-_5-4","DNAJC30",611,689.444444444444,817.166666666667,597.333333333333,683.5,718
"DNAJC30_CCDS5556.1_ex0_7:73097631-73097654:-_5-5","DNAJC30",279,170.444444444444,208.833333333333,91.3333333333333,113.666666666667,176
"DNAJC4_CCDS41666.1_ex1_11:63999389-63999412:-_5-1","DNAJC4",627,397,397.666666666667,381.666666666667,335.333333333333,317.666666666667
"DNAJC4_CCDS41666.1_ex2_11:63999993-64000016:-_5-2","DNAJC4",510,535.333333333333,656.5,495.333333333333,643.166666666667,379.666666666667
"DNAJC4_CCDS41666.1_ex2_11:64000017-64000040:-_5-3","DNAJC4",432,454.111111111111,541.666666666667,295.666666666667,243.666666666667,285
"DNAJC4_CCDS41666.1_ex3_11:64000183-64000206:+_5-4","DNAJC4",496,470.666666666667,448.333333333333,472.333333333333,667,342.666666666667
"DNAJC4_CCDS41666.1_ex3_11:64000208-64000231:-_5-5","DNAJC4",549,537.444444444444,536.833333333333,442.666666666667,666.333333333333,423.333333333333
"DNAJC5_CCDS13546.1_ex1_20:62560688-62560711:+_5-1","DNAJC5",387,480.888888888889,600.5,493.333333333333,392.666666666667,298.666666666667
"DNAJC5_CCDS13546.1_ex1_20:62560707-62560730:-_5-2","DNAJC5",772,954.666666666667,1129.66666666667,780.666666666667,873.166666666667,912.666666666667
"DNAJC5_CCDS13546.1_ex1_20:62560750-62560773:-_5-3","DNAJC5",481,582.444444444444,689.666666666667,522.333333333333,666.666666666667,562
"DNAJC5_CCDS13546.1_ex2_20:62562205-62562228:-_5-4","DNAJC5",3,2.44444444444444,5,0,6.83333333333333,1.33333333333333
"DNAJC5_CCDS13546.1_ex2_20:62562226-62562249:-_5-5","DNAJC5",619,663.444444444444,853.333333333333,716.333333333333,822.333333333333,364
"DNAJC5B_CCDS6183.1_ex1_8:66988975-66988998:-_5-1","DNAJC5B",471,557.333333333333,675.666666666667,504,542.833333333333,469
"DNAJC5B_CCDS6183.1_ex1_8:66989011-66989034:+_5-2","DNAJC5B",599,498.888888888889,625.333333333333,389.666666666667,513.5,456.333333333333
"DNAJC5B_CCDS6183.1_ex1_8:66989046-66989069:-_5-3","DNAJC5B",486,526.555555555556,647.166666666667,387.333333333333,478.5,473
"DNAJC5B_CCDS6183.1_ex2_8:66992612-66992635:-_5-4","DNAJC5B",345,376.777777777778,434,366.666666666667,489,543.333333333333
"DNAJC5B_CCDS6183.1_ex2_8:66992631-66992654:-_5-5","DNAJC5B",513,581.555555555556,706.5,495.666666666667,450.833333333333,505.666666666667
"DNAJC5G_CCDS1744.1_ex1_2:27500677-27500700:-_5-1","DNAJC5G",531,526.666666666667,618.333333333333,469,585.333333333333,541.333333333333
"DNAJC5G_CCDS1744.1_ex1_2:27500755-27500778:-_5-2","DNAJC5G",335,330.111111111111,391.833333333333,260.333333333333,206.5,252
"DNAJC5G_CCDS1744.1_ex1_2:27500778-27500801:+_5-3","DNAJC5G",395,573.555555555556,679.5,379.666666666667,288.166666666667,509.333333333333
"DNAJC5G_CCDS1744.1_ex1_2:27500792-27500815:-_5-4","DNAJC5G",472,472,444.5,387.666666666667,447.333333333333,441.333333333333
"DNAJC5G_CCDS1744.1_ex2_2:27501066-27501089:-_5-5","DNAJC5G",413,427.888888888889,442,327.333333333333,517,345.666666666667
"DNAJC6_CCDS30739.1_ex4_1:65845142-65845165:+_5-1","DNAJC6",107,99.3333333333333,125,102.666666666667,62,37.3333333333333
"DNAJC6_CCDS30739.1_ex5_1:65849987-65850010:+_5-2","DNAJC6",329,401.666666666667,537.666666666667,393.666666666667,358.166666666667,342
"DNAJC6_CCDS30739.1_ex6_1:65851452-65851475:-_5-3","DNAJC6",249,266.666666666667,327,211.333333333333,236.333333333333,161.333333333333
"DNAJC6_CCDS30739.1_ex7_1:65852595-65852618:+_5-4","DNAJC6",423,475.444444444444,478.5,418,448.166666666667,269.333333333333
"DNAJC6_CCDS30739.1_ex9_1:65855028-65855051:+_5-5","DNAJC6",250,330,408.666666666667,290.666666666667,231.166666666667,193.333333333333
"DNAJC7_CCDS45677.1_ex7_17:40141438-40141461:-_5-1","DNAJC7",545,490.333333333333,635.166666666667,383.666666666667,476.833333333333,554.666666666667
"DNAJC7_CCDS45677.1_ex7_17:40141456-40141479:-_5-2","DNAJC7",395,389.333333333333,450.833333333333,343.333333333333,383.833333333333,313.333333333333
"DNAJC7_CCDS45677.1_ex7_17:40141524-40141547:-_5-3","DNAJC7",495,413.888888888889,447.666666666667,332.666666666667,407.166666666667,454
"DNAJC7_CCDS45677.1_ex7_17:40141558-40141581:-_5-4","DNAJC7",314,286.333333333333,416,260,342.833333333333,247.333333333333
"DNAJC7_CCDS45677.1_ex9_17:40146886-40146909:-_5-5","DNAJC7",346,400.777777777778,541.833333333333,255.666666666667,228.5,252
"DNAJC8_CCDS41292.1_ex4_1:28536504-28536527:-_5-1","DNAJC8",482,212.222222222222,239.833333333333,194.333333333333,213,151.666666666667
"DNAJC8_CCDS41292.1_ex4_1:28536541-28536564:-_5-2","DNAJC8",534,534.666666666667,630.333333333333,384.666666666667,469.666666666667,234.666666666667
"DNAJC8_CCDS41292.1_ex6_1:28541449-28541472:-_5-3","DNAJC8",364,240.666666666667,338.666666666667,160.666666666667,164.5,155
"DNAJC8_CCDS41292.1_ex7_1:28555463-28555486:-_5-5","DNAJC8",374,198.666666666667,200.833333333333,158.666666666667,160,160.666666666667
"DNAJC9_CCDS7322.1_ex2_10:75005789-75005812:-_5-1","DNAJC9",394,309.111111111111,365.5,276.333333333333,288.5,301.333333333333
"DNAJC9_CCDS7322.1_ex2_10:75005819-75005842:-_5-2","DNAJC9",346,288.222222222222,326,232.333333333333,234.833333333333,285.333333333333
"DNAJC9_CCDS7322.1_ex3_10:75006444-75006467:-_5-3","DNAJC9",198,289.666666666667,254.666666666667,240.333333333333,128.333333333333,206.666666666667
"DNAJC9_CCDS7322.1_ex3_10:75006521-75006544:-_5-4","DNAJC9",444,475.333333333333,559.166666666667,287.333333333333,514.333333333333,373
"DNAJC9_CCDS7322.1_ex4_10:75006809-75006832:+_5-5","DNAJC9",651,529.555555555556,705.166666666667,423,413.333333333333,413.333333333333
"DNAL1_CCDS45134.1_ex2_14:74125609-74125632:-_7-1","DNAL1",156,229.555555555556,245.166666666667,153.333333333333,184.833333333333,249
"DNAL1_CCDS45134.1_ex2_14:74125640-74125663:-_7-2","DNAL1",541,615.111111111111,639,630,579,523.666666666667
"DNAL1_CCDS45134.1_ex4_14:74138282-74138305:+_7-3","DNAL1",413,484.333333333333,609.166666666667,438.666666666667,405.833333333333,454.666666666667
"DNAL1_CCDS45134.1_ex5_14:74154053-74154076:+_7-4","DNAL1",164,178.333333333333,212.5,170.666666666667,163,116.666666666667
"DNAL1_CCDS45134.1_ex5_14:74154066-74154089:+_7-5","DNAL1",280,293.444444444444,406.666666666667,354,219.666666666667,282
"DNAL1_CCDS45134.1_ex6_14:74156099-74156122:+_7-6","DNAL1",303,357.111111111111,352.666666666667,215.666666666667,428.166666666667,250.666666666667
"DNAL1_CCDS45134.1_ex6_14:74156117-74156140:-_7-7","DNAL1",429,471,535.833333333333,452,530.333333333333,491
"DNAL4_CCDS13979.1_ex0_22:39175546-39175569:+_5-1","DNAL4",756,741.111111111111,868.666666666667,595,1110.16666666667,658.666666666667
"DNAL4_CCDS13979.1_ex0_22:39175564-39175587:-_5-2","DNAL4",483,481.333333333333,533.166666666667,386,451.833333333333,487.333333333333
"DNAL4_CCDS13979.1_ex0_22:39175599-39175622:+_5-3","DNAL4",617,461,526.333333333333,381.333333333333,433.333333333333,507.666666666667
"DNAL4_CCDS13979.1_ex1_22:39176929-39176952:-_5-4","DNAL4",263,277.111111111111,347.833333333333,203.666666666667,220,346.333333333333
"DNAL4_CCDS13979.1_ex1_22:39176974-39176997:-_5-5","DNAL4",573,560.444444444444,594.5,413,604.833333333333,548.333333333333
"DNALI1_CCDS420.1_ex0_1:38022634-38022657:-_5-1","DNALI1",630,511.777777777778,577.5,448,611.833333333333,455.333333333333
"DNALI1_CCDS420.1_ex1_1:38023292-38023315:+_5-2","DNALI1",452,392.666666666667,468.166666666667,322.666666666667,327.666666666667,395
"DNALI1_CCDS420.1_ex1_1:38023327-38023350:+_5-3","DNALI1",381,513.555555555556,677.333333333333,520.666666666667,508.166666666667,428.333333333333
"DNALI1_CCDS420.1_ex2_1:38024975-38024998:-_5-4","DNALI1",596,780.555555555556,799.333333333333,605,1075.83333333333,525.666666666667
"DNALI1_CCDS420.1_ex3_1:38027257-38027280:-_5-5","DNALI1",592,623.111111111111,743.333333333333,542.666666666667,1008,413.333333333333
"DNASE1_CCDS10507.1_ex2_16:3706124-3706147:+_5-1","DNASE1",528,539.888888888889,663.333333333333,441,713,451.333333333333
"DNASE1_CCDS10507.1_ex2_16:3706167-3706190:+_5-2","DNASE1",617,618.444444444444,704.833333333333,434.666666666667,649.5,520
"DNASE1_CCDS10507.1_ex3_16:3706660-3706683:+_5-3","DNASE1",395,394.333333333333,491.333333333333,369.333333333333,481.166666666667,332
"DNASE1_CCDS10507.1_ex3_16:3706691-3706714:-_5-4","DNASE1",456,343,431,306.666666666667,455.166666666667,309.333333333333
"DNASE1_CCDS10507.1_ex4_16:3707012-3707035:+_5-5","DNASE1",696,760.444444444444,899,691.666666666667,702.833333333333,618.333333333333
"DNASE1L1_CCDS14747.1_ex2_X:153631666-153631689:+_5-1","DNASE1L1",325,290.555555555556,352.833333333333,248.333333333333,369.5,337
"DNASE1L1_CCDS14747.1_ex3_X:153631922-153631945:+_5-2","DNASE1L1",396,320,322.666666666667,232.666666666667,301.5,282.333333333333
"DNASE1L1_CCDS14747.1_ex5_X:153633333-153633356:+_5-3","DNASE1L1",594,496,512.5,406.333333333333,207,459.333333333333
"DNASE1L1_CCDS14747.1_ex5_X:153633399-153633422:-_5-4","DNASE1L1",450,518.111111111111,548.666666666667,394,638.666666666667,324.666666666667
"DNASE1L1_CCDS14747.1_ex6_X:153633762-153633785:+_5-5","DNASE1L1",249,322.777777777778,353,246.666666666667,195.666666666667,354.333333333333
"DNASE1L2_CCDS42105.1_ex0_16:2286935-2286958:-_5-1","DNASE1L2",547,731.555555555556,806.166666666667,528.333333333333,719.166666666667,522
"DNASE1L2_CCDS42105.1_ex1_16:2287043-2287066:+_5-2","DNASE1L2",831,644,720.333333333333,527,493.166666666667,528
"DNASE1L2_CCDS42105.1_ex1_16:2287096-2287119:-_5-3","DNASE1L2",585,591,614.666666666667,367.666666666667,662.5,446.333333333333
"DNASE1L2_CCDS42105.1_ex3_16:2287376-2287399:+_5-4","DNASE1L2",587,608,636.333333333333,526,688.166666666667,582
"DNASE1L2_CCDS42105.1_ex3_16:2287444-2287467:-_5-5","DNASE1L2",517,704.333333333333,883.166666666667,506.333333333333,713.333333333333,694.666666666667
"DNASE1L3_CCDS2886.1_ex3_3:58186732-58186755:-_5-1","DNASE1L3",645,711.888888888889,757.166666666667,461,960.166666666667,591.666666666667
"DNASE1L3_CCDS2886.1_ex3_3:58186780-58186803:+_5-2","DNASE1L3",567,705.666666666667,787,539.333333333333,388.833333333333,585.333333333333
"DNASE1L3_CCDS2886.1_ex4_3:58190505-58190528:+_5-3","DNASE1L3",430,418.555555555556,535.5,386.666666666667,252.833333333333,397.666666666667
"DNASE1L3_CCDS2886.1_ex4_3:58190549-58190572:+_5-4","DNASE1L3",405,496.444444444444,759.833333333333,492,540.333333333333,373.666666666667
"DNASE1L3_CCDS2886.1_ex6_3:58193999-58194022:-_5-5","DNASE1L3",373,424,548.333333333333,380,497.166666666667,378.333333333333
"DNASE2_CCDS12284.1_ex1_19:12989347-12989370:+_5-1","DNASE2",352,403.444444444444,410,354.333333333333,247,378.333333333333
